"guide_donor","guide_identity","donor","Gene_Targeted","crispr","n_cells","total_counts"
"FCGR3A_CRISPRa_sgRNA_3||D2","FCGR3A_CRISPRa_sgRNA_3","D2","FCGR3A","Perturbed",3,26977
"FCGR3A_CRISPRa_sgRNA_4||D1","FCGR3A_CRISPRa_sgRNA_4","D1","FCGR3A","Perturbed",30,304736
"FCGR3A_CRISPRa_sgRNA_4||D2","FCGR3A_CRISPRa_sgRNA_4","D2","FCGR3A","Perturbed",7,66445
"FCGR3A_CRISPRa_sgRNA_5||D1","FCGR3A_CRISPRa_sgRNA_5","D1","FCGR3A","Perturbed",5,31490
"FCGR3A_CRISPRa_sgRNA_5||D2","FCGR3A_CRISPRa_sgRNA_5","D2","FCGR3A","Perturbed",4,26865
"FCGR3B_CRISPRa_sgRNA_1||D1","FCGR3B_CRISPRa_sgRNA_1","D1","FCGR3B","Perturbed",5,45527
"FCGR3B_CRISPRa_sgRNA_1||D2","FCGR3B_CRISPRa_sgRNA_1","D2","FCGR3B","Perturbed",2,10847
"FCGR3B_CRISPRa_sgRNA_2||D1","FCGR3B_CRISPRa_sgRNA_2","D1","FCGR3B","Perturbed",17,165682
"FCGR3B_CRISPRa_sgRNA_2||D2","FCGR3B_CRISPRa_sgRNA_2","D2","FCGR3B","Perturbed",11,93834
"FCGR3B_CRISPRa_sgRNA_3||D1","FCGR3B_CRISPRa_sgRNA_3","D1","FCGR3B","Perturbed",2,18715
"FCGR3B_CRISPRa_sgRNA_3||D2","FCGR3B_CRISPRa_sgRNA_3","D2","FCGR3B","Perturbed",3,19844
"FCGR3B_CRISPRa_sgRNA_4||D1","FCGR3B_CRISPRa_sgRNA_4","D1","FCGR3B","Perturbed",2,20958
"FCGR3B_CRISPRa_sgRNA_4||D2","FCGR3B_CRISPRa_sgRNA_4","D2","FCGR3B","Perturbed",3,25836
"FCGR3B_CRISPRa_sgRNA_5||D1","FCGR3B_CRISPRa_sgRNA_5","D1","FCGR3B","Perturbed",22,180271
"FCGR3B_CRISPRa_sgRNA_5||D2","FCGR3B_CRISPRa_sgRNA_5","D2","FCGR3B","Perturbed",8,87069
"FERMT3_CRISPRa_sgRNA_1||D1","FERMT3_CRISPRa_sgRNA_1","D1","FERMT3","Perturbed",8,65687
"FERMT3_CRISPRa_sgRNA_1||D2","FERMT3_CRISPRa_sgRNA_1","D2","FERMT3","Perturbed",5,56186
"FERMT3_CRISPRa_sgRNA_2||D1","FERMT3_CRISPRa_sgRNA_2","D1","FERMT3","Perturbed",8,78729
"FERMT3_CRISPRa_sgRNA_2||D2","FERMT3_CRISPRa_sgRNA_2","D2","FERMT3","Perturbed",5,51445
"FERMT3_CRISPRa_sgRNA_3||D1","FERMT3_CRISPRa_sgRNA_3","D1","FERMT3","Perturbed",13,107495
"FERMT3_CRISPRa_sgRNA_3||D2","FERMT3_CRISPRa_sgRNA_3","D2","FERMT3","Perturbed",7,70754
"FERMT3_CRISPRa_sgRNA_4||D1","FERMT3_CRISPRa_sgRNA_4","D1","FERMT3","Perturbed",6,38830
"FERMT3_CRISPRa_sgRNA_4||D2","FERMT3_CRISPRa_sgRNA_4","D2","FERMT3","Perturbed",6,51652
"FERMT3_CRISPRa_sgRNA_5||D1","FERMT3_CRISPRa_sgRNA_5","D1","FERMT3","Perturbed",36,340583
"FERMT3_CRISPRa_sgRNA_5||D2","FERMT3_CRISPRa_sgRNA_5","D2","FERMT3","Perturbed",17,166087
"FLT1_CRISPRa_sgRNA_2||D1","FLT1_CRISPRa_sgRNA_2","D1","FLT1","Perturbed",8,65837
"FLT1_CRISPRa_sgRNA_2||D2","FLT1_CRISPRa_sgRNA_2","D2","FLT1","Perturbed",6,54854
"FLT1_CRISPRa_sgRNA_3||D1","FLT1_CRISPRa_sgRNA_3","D1","FLT1","Perturbed",16,142141
"FLT1_CRISPRa_sgRNA_3||D2","FLT1_CRISPRa_sgRNA_3","D2","FLT1","Perturbed",3,25310
"FLT1_CRISPRa_sgRNA_4||D1","FLT1_CRISPRa_sgRNA_4","D1","FLT1","Perturbed",29,279718
"FLT1_CRISPRa_sgRNA_4||D2","FLT1_CRISPRa_sgRNA_4","D2","FLT1","Perturbed",11,97785
"FOLR2_CRISPRa_sgRNA_1||D1","FOLR2_CRISPRa_sgRNA_1","D1","FOLR2","Perturbed",11,99583
"FOLR2_CRISPRa_sgRNA_1||D2","FOLR2_CRISPRa_sgRNA_1","D2","FOLR2","Perturbed",9,72259
"FOLR2_CRISPRa_sgRNA_2||D1","FOLR2_CRISPRa_sgRNA_2","D1","FOLR2","Perturbed",30,265352
"FOLR2_CRISPRa_sgRNA_2||D2","FOLR2_CRISPRa_sgRNA_2","D2","FOLR2","Perturbed",16,148053
"FOLR2_CRISPRa_sgRNA_3||D1","FOLR2_CRISPRa_sgRNA_3","D1","FOLR2","Perturbed",26,242384
"FOLR2_CRISPRa_sgRNA_3||D2","FOLR2_CRISPRa_sgRNA_3","D2","FOLR2","Perturbed",12,136443
"FOLR2_CRISPRa_sgRNA_4||D1","FOLR2_CRISPRa_sgRNA_4","D1","FOLR2","Perturbed",7,58702
"FOLR2_CRISPRa_sgRNA_4||D2","FOLR2_CRISPRa_sgRNA_4","D2","FOLR2","Perturbed",4,47421
"FOLR2_CRISPRa_sgRNA_5||D1","FOLR2_CRISPRa_sgRNA_5","D1","FOLR2","Perturbed",9,76848
"FOLR2_CRISPRa_sgRNA_5||D2","FOLR2_CRISPRa_sgRNA_5","D2","FOLR2","Perturbed",8,61234
"FPR1_CRISPRa_sgRNA_1||D1","FPR1_CRISPRa_sgRNA_1","D1","FPR1","Perturbed",5,53725
"FPR1_CRISPRa_sgRNA_1||D2","FPR1_CRISPRa_sgRNA_1","D2","FPR1","Perturbed",1,7134
"FPR1_CRISPRa_sgRNA_2||D1","FPR1_CRISPRa_sgRNA_2","D1","FPR1","Perturbed",16,157053
"FPR1_CRISPRa_sgRNA_2||D2","FPR1_CRISPRa_sgRNA_2","D2","FPR1","Perturbed",6,43808
"FPR1_CRISPRa_sgRNA_3||D1","FPR1_CRISPRa_sgRNA_3","D1","FPR1","Perturbed",16,130310
"FPR1_CRISPRa_sgRNA_3||D2","FPR1_CRISPRa_sgRNA_3","D2","FPR1","Perturbed",7,51087
"FPR1_CRISPRa_sgRNA_4||D1","FPR1_CRISPRa_sgRNA_4","D1","FPR1","Perturbed",8,95926
"FPR1_CRISPRa_sgRNA_4||D2","FPR1_CRISPRa_sgRNA_4","D2","FPR1","Perturbed",5,48785
"FPR1_CRISPRa_sgRNA_5||D1","FPR1_CRISPRa_sgRNA_5","D1","FPR1","Perturbed",26,246059
"FPR1_CRISPRa_sgRNA_5||D2","FPR1_CRISPRa_sgRNA_5","D2","FPR1","Perturbed",14,149268
"FPR2_CRISPRa_sgRNA_1||D1","FPR2_CRISPRa_sgRNA_1","D1","FPR2","Perturbed",5,66424
"FPR2_CRISPRa_sgRNA_1||D2","FPR2_CRISPRa_sgRNA_1","D2","FPR2","Perturbed",2,11349
"FPR2_CRISPRa_sgRNA_2||D1","FPR2_CRISPRa_sgRNA_2","D1","FPR2","Perturbed",30,277008
"FPR2_CRISPRa_sgRNA_2||D2","FPR2_CRISPRa_sgRNA_2","D2","FPR2","Perturbed",8,80426
"FPR2_CRISPRa_sgRNA_3||D1","FPR2_CRISPRa_sgRNA_3","D1","FPR2","Perturbed",6,67022
"FPR2_CRISPRa_sgRNA_3||D2","FPR2_CRISPRa_sgRNA_3","D2","FPR2","Perturbed",2,12841
"FPR2_CRISPRa_sgRNA_4||D1","FPR2_CRISPRa_sgRNA_4","D1","FPR2","Perturbed",34,327558
"FPR2_CRISPRa_sgRNA_4||D2","FPR2_CRISPRa_sgRNA_4","D2","FPR2","Perturbed",18,131716
"FPR2_CRISPRa_sgRNA_5||D1","FPR2_CRISPRa_sgRNA_5","D1","FPR2","Perturbed",12,83757
"FPR2_CRISPRa_sgRNA_5||D2","FPR2_CRISPRa_sgRNA_5","D2","FPR2","Perturbed",9,87807
"FPR3_CRISPRa_sgRNA_1||D1","FPR3_CRISPRa_sgRNA_1","D1","FPR3","Perturbed",14,121355
"FPR3_CRISPRa_sgRNA_1||D2","FPR3_CRISPRa_sgRNA_1","D2","FPR3","Perturbed",5,49227
"FPR3_CRISPRa_sgRNA_2||D1","FPR3_CRISPRa_sgRNA_2","D1","FPR3","Perturbed",13,130957
"FPR3_CRISPRa_sgRNA_2||D2","FPR3_CRISPRa_sgRNA_2","D2","FPR3","Perturbed",9,68747
"FPR3_CRISPRa_sgRNA_3||D1","FPR3_CRISPRa_sgRNA_3","D1","FPR3","Perturbed",12,124711
"FPR3_CRISPRa_sgRNA_3||D2","FPR3_CRISPRa_sgRNA_3","D2","FPR3","Perturbed",2,14479
"FPR3_CRISPRa_sgRNA_4||D1","FPR3_CRISPRa_sgRNA_4","D1","FPR3","Perturbed",2,16747
"FPR3_CRISPRa_sgRNA_5||D1","FPR3_CRISPRa_sgRNA_5","D1","FPR3","Perturbed",16,162967
"FPR3_CRISPRa_sgRNA_5||D2","FPR3_CRISPRa_sgRNA_5","D2","FPR3","Perturbed",12,121362
"GBA_CRISPRa_sgRNA_1||D1","GBA_CRISPRa_sgRNA_1","D1","GBA","Perturbed",10,106909
"GBA_CRISPRa_sgRNA_1||D2","GBA_CRISPRa_sgRNA_1","D2","GBA","Perturbed",5,49713
"GBA_CRISPRa_sgRNA_2||D1","GBA_CRISPRa_sgRNA_2","D1","GBA","Perturbed",11,97068
"GBA_CRISPRa_sgRNA_2||D2","GBA_CRISPRa_sgRNA_2","D2","GBA","Perturbed",4,43668
"GBA_CRISPRa_sgRNA_4||D1","GBA_CRISPRa_sgRNA_4","D1","GBA","Perturbed",22,209007
"GBA_CRISPRa_sgRNA_4||D2","GBA_CRISPRa_sgRNA_4","D2","GBA","Perturbed",8,72877
"GBA_CRISPRa_sgRNA_5||D1","GBA_CRISPRa_sgRNA_5","D1","GBA","Perturbed",13,108538
"GBA_CRISPRa_sgRNA_5||D2","GBA_CRISPRa_sgRNA_5","D2","GBA","Perturbed",5,59301
"GPNMB_CRISPRa_sgRNA_1||D1","GPNMB_CRISPRa_sgRNA_1","D1","GPNMB","Perturbed",7,63597
"GPNMB_CRISPRa_sgRNA_1||D2","GPNMB_CRISPRa_sgRNA_1","D2","GPNMB","Perturbed",3,30973
"GPNMB_CRISPRa_sgRNA_2||D1","GPNMB_CRISPRa_sgRNA_2","D1","GPNMB","Perturbed",12,99204
"GPNMB_CRISPRa_sgRNA_2||D2","GPNMB_CRISPRa_sgRNA_2","D2","GPNMB","Perturbed",10,97669
"GPNMB_CRISPRa_sgRNA_3||D1","GPNMB_CRISPRa_sgRNA_3","D1","GPNMB","Perturbed",12,110328
"GPNMB_CRISPRa_sgRNA_3||D2","GPNMB_CRISPRa_sgRNA_3","D2","GPNMB","Perturbed",8,67435
"GPNMB_CRISPRa_sgRNA_4||D1","GPNMB_CRISPRa_sgRNA_4","D1","GPNMB","Perturbed",4,33220
"GPNMB_CRISPRa_sgRNA_4||D2","GPNMB_CRISPRa_sgRNA_4","D2","GPNMB","Perturbed",7,53517
"GPNMB_CRISPRa_sgRNA_5||D1","GPNMB_CRISPRa_sgRNA_5","D1","GPNMB","Perturbed",11,87158
"GPNMB_CRISPRa_sgRNA_5||D2","GPNMB_CRISPRa_sgRNA_5","D2","GPNMB","Perturbed",2,37518
"GPR141_CRISPRa_sgRNA_1||D1","GPR141_CRISPRa_sgRNA_1","D1","GPR141","Perturbed",6,42311
"GPR141_CRISPRa_sgRNA_1||D2","GPR141_CRISPRa_sgRNA_1","D2","GPR141","Perturbed",1,8016
"GPR141_CRISPRa_sgRNA_2||D1","GPR141_CRISPRa_sgRNA_2","D1","GPR141","Perturbed",16,148962
"GPR141_CRISPRa_sgRNA_2||D2","GPR141_CRISPRa_sgRNA_2","D2","GPR141","Perturbed",13,96894
"GPR141_CRISPRa_sgRNA_3||D1","GPR141_CRISPRa_sgRNA_3","D1","GPR141","Perturbed",3,25383
"GPR141_CRISPRa_sgRNA_3||D2","GPR141_CRISPRa_sgRNA_3","D2","GPR141","Perturbed",4,31263
"GPR141_CRISPRa_sgRNA_4||D1","GPR141_CRISPRa_sgRNA_4","D1","GPR141","Perturbed",14,105474
"GPR141_CRISPRa_sgRNA_4||D2","GPR141_CRISPRa_sgRNA_4","D2","GPR141","Perturbed",6,46112
"GPR141_CRISPRa_sgRNA_5||D1","GPR141_CRISPRa_sgRNA_5","D1","GPR141","Perturbed",20,211311
"GPR141_CRISPRa_sgRNA_5||D2","GPR141_CRISPRa_sgRNA_5","D2","GPR141","Perturbed",11,75326
"GPR183_CRISPRa_sgRNA_1||D1","GPR183_CRISPRa_sgRNA_1","D1","GPR183","Perturbed",5,45017
"GPR183_CRISPRa_sgRNA_1||D2","GPR183_CRISPRa_sgRNA_1","D2","GPR183","Perturbed",3,20876
"GPR183_CRISPRa_sgRNA_2||D1","GPR183_CRISPRa_sgRNA_2","D1","GPR183","Perturbed",8,49221
"GPR183_CRISPRa_sgRNA_2||D2","GPR183_CRISPRa_sgRNA_2","D2","GPR183","Perturbed",4,37782
"GPR183_CRISPRa_sgRNA_3||D1","GPR183_CRISPRa_sgRNA_3","D1","GPR183","Perturbed",12,105390
"GPR183_CRISPRa_sgRNA_3||D2","GPR183_CRISPRa_sgRNA_3","D2","GPR183","Perturbed",8,51048
"GPR183_CRISPRa_sgRNA_4||D1","GPR183_CRISPRa_sgRNA_4","D1","GPR183","Perturbed",3,27573
"GPR183_CRISPRa_sgRNA_4||D2","GPR183_CRISPRa_sgRNA_4","D2","GPR183","Perturbed",3,21405
"GPR183_CRISPRa_sgRNA_5||D1","GPR183_CRISPRa_sgRNA_5","D1","GPR183","Perturbed",3,44583
"GPR65_CRISPRa_sgRNA_1||D1","GPR65_CRISPRa_sgRNA_1","D1","GPR65","Perturbed",9,77942
"GPR65_CRISPRa_sgRNA_1||D2","GPR65_CRISPRa_sgRNA_1","D2","GPR65","Perturbed",3,17805
"GPR65_CRISPRa_sgRNA_2||D1","GPR65_CRISPRa_sgRNA_2","D1","GPR65","Perturbed",8,50065
"GPR65_CRISPRa_sgRNA_2||D2","GPR65_CRISPRa_sgRNA_2","D2","GPR65","Perturbed",1,7483
"GPR65_CRISPRa_sgRNA_3||D1","GPR65_CRISPRa_sgRNA_3","D1","GPR65","Perturbed",28,234226
"GPR65_CRISPRa_sgRNA_3||D2","GPR65_CRISPRa_sgRNA_3","D2","GPR65","Perturbed",14,111930
"GPR65_CRISPRa_sgRNA_4||D1","GPR65_CRISPRa_sgRNA_4","D1","GPR65","Perturbed",18,183085
"GPR65_CRISPRa_sgRNA_4||D2","GPR65_CRISPRa_sgRNA_4","D2","GPR65","Perturbed",7,62704
"GPR65_CRISPRa_sgRNA_5||D1","GPR65_CRISPRa_sgRNA_5","D1","GPR65","Perturbed",13,128291
"GPR65_CRISPRa_sgRNA_5||D2","GPR65_CRISPRa_sgRNA_5","D2","GPR65","Perturbed",8,82807
"GPR87_CRISPRa_sgRNA_1||D1","GPR87_CRISPRa_sgRNA_1","D1","GPR87","Perturbed",14,109739
"GPR87_CRISPRa_sgRNA_1||D2","GPR87_CRISPRa_sgRNA_1","D2","GPR87","Perturbed",1,11561
"GPR87_CRISPRa_sgRNA_3||D1","GPR87_CRISPRa_sgRNA_3","D1","GPR87","Perturbed",19,133601
"GPR87_CRISPRa_sgRNA_3||D2","GPR87_CRISPRa_sgRNA_3","D2","GPR87","Perturbed",16,193829
"GPR87_CRISPRa_sgRNA_4||D1","GPR87_CRISPRa_sgRNA_4","D1","GPR87","Perturbed",4,37330
"GPR87_CRISPRa_sgRNA_4||D2","GPR87_CRISPRa_sgRNA_4","D2","GPR87","Perturbed",1,7397
"GPR87_CRISPRa_sgRNA_5||D1","GPR87_CRISPRa_sgRNA_5","D1","GPR87","Perturbed",10,60125
"GPR87_CRISPRa_sgRNA_5||D2","GPR87_CRISPRa_sgRNA_5","D2","GPR87","Perturbed",7,62976
"GRN_CRISPRa_sgRNA_1||D1","GRN_CRISPRa_sgRNA_1","D1","GRN","Perturbed",21,190022
"GRN_CRISPRa_sgRNA_1||D2","GRN_CRISPRa_sgRNA_1","D2","GRN","Perturbed",14,110717
"GRN_CRISPRa_sgRNA_2||D1","GRN_CRISPRa_sgRNA_2","D1","GRN","Perturbed",2,30929
"GRN_CRISPRa_sgRNA_2||D2","GRN_CRISPRa_sgRNA_2","D2","GRN","Perturbed",1,11255
"GRN_CRISPRa_sgRNA_4||D1","GRN_CRISPRa_sgRNA_4","D1","GRN","Perturbed",13,89959
"GRN_CRISPRa_sgRNA_4||D2","GRN_CRISPRa_sgRNA_4","D2","GRN","Perturbed",1,13107
"GRN_CRISPRa_sgRNA_5||D1","GRN_CRISPRa_sgRNA_5","D1","GRN","Perturbed",1,8799
"HAVCR1_CRISPRa_sgRNA_1||D1","HAVCR1_CRISPRa_sgRNA_1","D1","HAVCR1","Perturbed",17,145490
"HAVCR1_CRISPRa_sgRNA_1||D2","HAVCR1_CRISPRa_sgRNA_1","D2","HAVCR1","Perturbed",5,49082
"HAVCR1_CRISPRa_sgRNA_2||D1","HAVCR1_CRISPRa_sgRNA_2","D1","HAVCR1","Perturbed",29,281800
"HAVCR1_CRISPRa_sgRNA_2||D2","HAVCR1_CRISPRa_sgRNA_2","D2","HAVCR1","Perturbed",7,82474
"HAVCR1_CRISPRa_sgRNA_3||D1","HAVCR1_CRISPRa_sgRNA_3","D1","HAVCR1","Perturbed",7,68308
"HAVCR1_CRISPRa_sgRNA_3||D2","HAVCR1_CRISPRa_sgRNA_3","D2","HAVCR1","Perturbed",1,15130
"HAVCR1_CRISPRa_sgRNA_4||D1","HAVCR1_CRISPRa_sgRNA_4","D1","HAVCR1","Perturbed",21,197296
"HAVCR1_CRISPRa_sgRNA_4||D2","HAVCR1_CRISPRa_sgRNA_4","D2","HAVCR1","Perturbed",6,64153
"HAVCR1_CRISPRa_sgRNA_5||D1","HAVCR1_CRISPRa_sgRNA_5","D1","HAVCR1","Perturbed",30,227955
"HAVCR1_CRISPRa_sgRNA_5||D2","HAVCR1_CRISPRa_sgRNA_5","D2","HAVCR1","Perturbed",11,98888
"HEXA_CRISPRa_sgRNA_5||D1","HEXA_CRISPRa_sgRNA_5","D1","HEXA","Perturbed",21,206181
"HEXA_CRISPRa_sgRNA_5||D2","HEXA_CRISPRa_sgRNA_5","D2","HEXA","Perturbed",9,83709
"HEXB_CRISPRa_sgRNA_1||D1","HEXB_CRISPRa_sgRNA_1","D1","HEXB","Perturbed",17,180179
"HEXB_CRISPRa_sgRNA_1||D2","HEXB_CRISPRa_sgRNA_1","D2","HEXB","Perturbed",2,13908
"HEXB_CRISPRa_sgRNA_2||D1","HEXB_CRISPRa_sgRNA_2","D1","HEXB","Perturbed",10,78622
"HEXB_CRISPRa_sgRNA_2||D2","HEXB_CRISPRa_sgRNA_2","D2","HEXB","Perturbed",5,38916
"HEXB_CRISPRa_sgRNA_3||D1","HEXB_CRISPRa_sgRNA_3","D1","HEXB","Perturbed",10,102064
"HEXB_CRISPRa_sgRNA_3||D2","HEXB_CRISPRa_sgRNA_3","D2","HEXB","Perturbed",7,51736
"HEXB_CRISPRa_sgRNA_4||D1","HEXB_CRISPRa_sgRNA_4","D1","HEXB","Perturbed",8,85161
"HEXB_CRISPRa_sgRNA_4||D2","HEXB_CRISPRa_sgRNA_4","D2","HEXB","Perturbed",8,71295
"HEXB_CRISPRa_sgRNA_5||D1","HEXB_CRISPRa_sgRNA_5","D1","HEXB","Perturbed",21,190596
"HEXB_CRISPRa_sgRNA_5||D2","HEXB_CRISPRa_sgRNA_5","D2","HEXB","Perturbed",8,82159
"HLA-DRB5_CRISPRa_sgRNA_1||D1","HLA-DRB5_CRISPRa_sgRNA_1","D1","HLA-DRB5","Perturbed",35,326146
"HLA-DRB5_CRISPRa_sgRNA_1||D2","HLA-DRB5_CRISPRa_sgRNA_1","D2","HLA-DRB5","Perturbed",14,128284
"HLA-DRB5_CRISPRa_sgRNA_2||D1","HLA-DRB5_CRISPRa_sgRNA_2","D1","HLA-DRB5","Perturbed",13,121819
"HLA-DRB5_CRISPRa_sgRNA_2||D2","HLA-DRB5_CRISPRa_sgRNA_2","D2","HLA-DRB5","Perturbed",6,68618
"HLA-DRB5_CRISPRa_sgRNA_3||D1","HLA-DRB5_CRISPRa_sgRNA_3","D1","HLA-DRB5","Perturbed",11,103076
"HLA-DRB5_CRISPRa_sgRNA_3||D2","HLA-DRB5_CRISPRa_sgRNA_3","D2","HLA-DRB5","Perturbed",6,34223
"HLA-DRB5_CRISPRa_sgRNA_4||D1","HLA-DRB5_CRISPRa_sgRNA_4","D1","HLA-DRB5","Perturbed",17,145214
"HLA-DRB5_CRISPRa_sgRNA_4||D2","HLA-DRB5_CRISPRa_sgRNA_4","D2","HLA-DRB5","Perturbed",6,72552
"HLA-DRB5_CRISPRa_sgRNA_5||D1","HLA-DRB5_CRISPRa_sgRNA_5","D1","HLA-DRB5","Perturbed",13,111403
"HLA-DRB5_CRISPRa_sgRNA_5||D2","HLA-DRB5_CRISPRa_sgRNA_5","D2","HLA-DRB5","Perturbed",8,54784
"ICAM1_CRISPRa_sgRNA_1||D1","ICAM1_CRISPRa_sgRNA_1","D1","ICAM1","Perturbed",10,102404
"ICAM1_CRISPRa_sgRNA_1||D2","ICAM1_CRISPRa_sgRNA_1","D2","ICAM1","Perturbed",4,46950
"ICAM1_CRISPRa_sgRNA_2||D1","ICAM1_CRISPRa_sgRNA_2","D1","ICAM1","Perturbed",8,61674
"ICAM1_CRISPRa_sgRNA_2||D2","ICAM1_CRISPRa_sgRNA_2","D2","ICAM1","Perturbed",5,50233
"ICAM1_CRISPRa_sgRNA_3||D1","ICAM1_CRISPRa_sgRNA_3","D1","ICAM1","Perturbed",22,202367
"ICAM1_CRISPRa_sgRNA_3||D2","ICAM1_CRISPRa_sgRNA_3","D2","ICAM1","Perturbed",9,79613
"ICAM1_CRISPRa_sgRNA_4||D1","ICAM1_CRISPRa_sgRNA_4","D1","ICAM1","Perturbed",22,241899
"ICAM1_CRISPRa_sgRNA_4||D2","ICAM1_CRISPRa_sgRNA_4","D2","ICAM1","Perturbed",8,66428
"ICAM1_CRISPRa_sgRNA_5||D1","ICAM1_CRISPRa_sgRNA_5","D1","ICAM1","Perturbed",15,146420
"ICAM1_CRISPRa_sgRNA_5||D2","ICAM1_CRISPRa_sgRNA_5","D2","ICAM1","Perturbed",6,47441
"ICAM3_CRISPRa_sgRNA_1||D1","ICAM3_CRISPRa_sgRNA_1","D1","ICAM3","Perturbed",7,56912
"ICAM3_CRISPRa_sgRNA_1||D2","ICAM3_CRISPRa_sgRNA_1","D2","ICAM3","Perturbed",1,9183
"ICAM3_CRISPRa_sgRNA_2||D1","ICAM3_CRISPRa_sgRNA_2","D1","ICAM3","Perturbed",17,147090
"ICAM3_CRISPRa_sgRNA_2||D2","ICAM3_CRISPRa_sgRNA_2","D2","ICAM3","Perturbed",2,18402
"ICAM3_CRISPRa_sgRNA_3||D1","ICAM3_CRISPRa_sgRNA_3","D1","ICAM3","Perturbed",34,283774
"ICAM3_CRISPRa_sgRNA_3||D2","ICAM3_CRISPRa_sgRNA_3","D2","ICAM3","Perturbed",21,199076
"ICAM3_CRISPRa_sgRNA_4||D1","ICAM3_CRISPRa_sgRNA_4","D1","ICAM3","Perturbed",1,5527
"ICAM3_CRISPRa_sgRNA_4||D2","ICAM3_CRISPRa_sgRNA_4","D2","ICAM3","Perturbed",1,5015
"ICAM3_CRISPRa_sgRNA_5||D1","ICAM3_CRISPRa_sgRNA_5","D1","ICAM3","Perturbed",30,266714
"ICAM3_CRISPRa_sgRNA_5||D2","ICAM3_CRISPRa_sgRNA_5","D2","ICAM3","Perturbed",7,64684
"IFNGR1_CRISPRa_sgRNA_1||D1","IFNGR1_CRISPRa_sgRNA_1","D1","IFNGR1","Perturbed",11,94932
"IFNGR1_CRISPRa_sgRNA_1||D2","IFNGR1_CRISPRa_sgRNA_1","D2","IFNGR1","Perturbed",3,27819
"IFNGR1_CRISPRa_sgRNA_2||D1","IFNGR1_CRISPRa_sgRNA_2","D1","IFNGR1","Perturbed",17,156000
"IFNGR1_CRISPRa_sgRNA_2||D2","IFNGR1_CRISPRa_sgRNA_2","D2","IFNGR1","Perturbed",7,72989
"IFNGR1_CRISPRa_sgRNA_3||D1","IFNGR1_CRISPRa_sgRNA_3","D1","IFNGR1","Perturbed",22,183358
"IFNGR1_CRISPRa_sgRNA_3||D2","IFNGR1_CRISPRa_sgRNA_3","D2","IFNGR1","Perturbed",11,97921
"IFNGR1_CRISPRa_sgRNA_4||D1","IFNGR1_CRISPRa_sgRNA_4","D1","IFNGR1","Perturbed",27,248496
"IFNGR1_CRISPRa_sgRNA_4||D2","IFNGR1_CRISPRa_sgRNA_4","D2","IFNGR1","Perturbed",16,183524
"IFNGR1_CRISPRa_sgRNA_5||D1","IFNGR1_CRISPRa_sgRNA_5","D1","IFNGR1","Perturbed",10,96452
"IFNGR1_CRISPRa_sgRNA_5||D2","IFNGR1_CRISPRa_sgRNA_5","D2","IFNGR1","Perturbed",7,48781
"IFNGR2_CRISPRa_sgRNA_1||D1","IFNGR2_CRISPRa_sgRNA_1","D1","IFNGR2","Perturbed",8,64009
"IFNGR2_CRISPRa_sgRNA_1||D2","IFNGR2_CRISPRa_sgRNA_1","D2","IFNGR2","Perturbed",1,8179
"IFNGR2_CRISPRa_sgRNA_2||D1","IFNGR2_CRISPRa_sgRNA_2","D1","IFNGR2","Perturbed",12,124555
"IFNGR2_CRISPRa_sgRNA_2||D2","IFNGR2_CRISPRa_sgRNA_2","D2","IFNGR2","Perturbed",5,38269
"IFNGR2_CRISPRa_sgRNA_3||D1","IFNGR2_CRISPRa_sgRNA_3","D1","IFNGR2","Perturbed",10,92192
"IFNGR2_CRISPRa_sgRNA_3||D2","IFNGR2_CRISPRa_sgRNA_3","D2","IFNGR2","Perturbed",5,36415
"IFNGR2_CRISPRa_sgRNA_4||D1","IFNGR2_CRISPRa_sgRNA_4","D1","IFNGR2","Perturbed",14,107838
"IFNGR2_CRISPRa_sgRNA_4||D2","IFNGR2_CRISPRa_sgRNA_4","D2","IFNGR2","Perturbed",8,79338
"IFNGR2_CRISPRa_sgRNA_5||D1","IFNGR2_CRISPRa_sgRNA_5","D1","IFNGR2","Perturbed",4,39570
"IL10_CRISPRa_sgRNA_1||D1","IL10_CRISPRa_sgRNA_1","D1","IL10","Perturbed",8,67961
"IL10_CRISPRa_sgRNA_1||D2","IL10_CRISPRa_sgRNA_1","D2","IL10","Perturbed",2,20234
"IL10_CRISPRa_sgRNA_2||D1","IL10_CRISPRa_sgRNA_2","D1","IL10","Perturbed",39,322161
"IL10_CRISPRa_sgRNA_2||D2","IL10_CRISPRa_sgRNA_2","D2","IL10","Perturbed",15,126181
"IL10_CRISPRa_sgRNA_3||D1","IL10_CRISPRa_sgRNA_3","D1","IL10","Perturbed",19,148322
"IL10_CRISPRa_sgRNA_3||D2","IL10_CRISPRa_sgRNA_3","D2","IL10","Perturbed",4,22016
"IL10_CRISPRa_sgRNA_4||D1","IL10_CRISPRa_sgRNA_4","D1","IL10","Perturbed",13,132708
"IL10_CRISPRa_sgRNA_4||D2","IL10_CRISPRa_sgRNA_4","D2","IL10","Perturbed",3,32375
"IL10_CRISPRa_sgRNA_5||D1","IL10_CRISPRa_sgRNA_5","D1","IL10","Perturbed",16,137671
"IL10_CRISPRa_sgRNA_5||D2","IL10_CRISPRa_sgRNA_5","D2","IL10","Perturbed",7,70936
"IL15_CRISPRa_sgRNA_1||D1","IL15_CRISPRa_sgRNA_1","D1","IL15","Perturbed",20,197189
