gene,final_tier,final_evidence_tier_v3,final_candidate_status_v3,model_implied_evidence,manifold_qc_evidence,internal_robustness_evidence,baseline_comparison_evidence,baseline_comparison_notes,external_cohort_evidence,cell_state_evidence,spatial_evidence,experimental_evidence,current_max_evidence_level,evidence_status_summary,claim_boundary,level2_failure_pattern,level2_failed_required_axes,gfap_positive_fraction,iba1_positive_fraction,mean_GFAP_delta,mean_Iba1_delta,epsilon_sensitivity_summary,gliosis_failure_interpretation,diagnostic_only_no_evidence_promotion
CDC42,broad_state_caution,broad_state_caution,caution_control_not_promoted,not_promoted_caution_control,not_audited,not_testable_missing_donor_level_deltas,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted_caution_control; manifold=not_audited; robustness=not_testable_missing_donor_level_deltas; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
KIAA2026,broad_state_caution,broad_state_caution,caution_control_not_promoted,not_promoted_caution_control,not_audited,not_testable_missing_donor_level_deltas,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted_caution_control; manifold=not_audited; robustness=not_testable_missing_donor_level_deltas; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
EXOC4,broad_state_caution,broad_state_caution,caution_control_not_promoted,not_promoted_caution_control,not_audited,not_testable_missing_donor_level_deltas,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted_caution_control; manifold=not_audited; robustness=not_testable_missing_donor_level_deltas; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
ERCC6L2,broad_state_caution,broad_state_caution,caution_control_not_promoted,not_promoted_caution_control,not_audited,not_testable_missing_donor_level_deltas,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted_caution_control; manifold=not_audited; robustness=not_testable_missing_donor_level_deltas; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
ANKHD1,broad_state_caution,broad_state_caution,caution_control_not_promoted,not_promoted_caution_control,not_audited,not_testable_missing_donor_level_deltas,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted_caution_control; manifold=not_audited; robustness=not_testable_missing_donor_level_deltas; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
TRPM7,broad_state_caution,broad_state_caution,caution_control_not_promoted,not_promoted_caution_control,not_audited,not_testable_missing_donor_level_deltas,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted_caution_control; manifold=not_audited; robustness=not_testable_missing_donor_level_deltas; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
SMG1,broad_state_caution,manifold_safe_caution_control,caution_control_not_promoted,not_promoted_caution_control,descriptive_qc_only,not_applicable_caution_control,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted_caution_control; manifold=descriptive_qc_only; robustness=not_applicable_caution_control; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
TMEM131,broad_state_caution,broad_state_caution,caution_control_not_promoted,not_promoted_caution_control,not_audited,not_testable_missing_donor_level_deltas,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted_caution_control; manifold=not_audited; robustness=not_testable_missing_donor_level_deltas; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
DLG1,broad_state_caution,manifold_safe_caution_control,caution_control_not_promoted,not_promoted_caution_control,descriptive_qc_only,not_applicable_caution_control,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted_caution_control; manifold=descriptive_qc_only; robustness=not_applicable_caution_control; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
ZMYM4,broad_state_caution,broad_state_caution,caution_control_not_promoted,not_promoted_caution_control,not_audited,not_testable_missing_donor_level_deltas,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted_caution_control; manifold=not_audited; robustness=not_testable_missing_donor_level_deltas; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
PPP2R5E,broad_state_caution,broad_state_caution,caution_control_not_promoted,not_promoted_caution_control,not_audited,not_testable_missing_donor_level_deltas,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted_caution_control; manifold=not_audited; robustness=not_testable_missing_donor_level_deltas; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
POLK,broad_state_caution,manifold_safe_caution_control,caution_control_not_promoted,not_promoted_caution_control,descriptive_qc_only,not_applicable_caution_control,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted_caution_control; manifold=descriptive_qc_only; robustness=not_applicable_caution_control; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
VPS54,broad_state_caution,broad_state_caution,caution_control_not_promoted,not_promoted_caution_control,not_audited,not_testable_missing_donor_level_deltas,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted_caution_control; manifold=not_audited; robustness=not_testable_missing_donor_level_deltas; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
HDAC8,broad_state_caution,manifold_safe_caution_control,caution_control_not_promoted,not_promoted_caution_control,descriptive_qc_only,not_applicable_caution_control,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted_caution_control; manifold=descriptive_qc_only; robustness=not_applicable_caution_control; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
PHKB,broad_state_caution,broad_state_caution,caution_control_not_promoted,not_promoted_caution_control,not_audited,not_testable_missing_donor_level_deltas,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted_caution_control; manifold=not_audited; robustness=not_testable_missing_donor_level_deltas; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
GSK3B,unsupported_or_deprioritized,manifold_safe_but_not_scorecard_promoted,not_promoted_despite_manifold_qc_pass,not_promoted,descriptive_qc_only,not_applicable_not_promoted,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted; manifold=descriptive_qc_only; robustness=not_applicable_not_promoted; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
ABL1,unsupported_or_deprioritized,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules,not_promoted,not_audited,not_testable_missing_donor_level_deltas,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted; manifold=not_audited; robustness=not_testable_missing_donor_level_deltas; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
VPS50,unsupported_or_deprioritized,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules,not_promoted,not_audited,not_testable_missing_donor_level_deltas,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted; manifold=not_audited; robustness=not_testable_missing_donor_level_deltas; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
SERGEF,unsupported_or_deprioritized,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules,not_promoted,not_audited,not_testable_missing_donor_level_deltas,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted; manifold=not_audited; robustness=not_testable_missing_donor_level_deltas; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
SCYL2,unsupported_or_deprioritized,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules,not_promoted,not_audited,not_testable_missing_donor_level_deltas,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted; manifold=not_audited; robustness=not_testable_missing_donor_level_deltas; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
PARP4,unsupported_or_deprioritized,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules,not_promoted,not_audited,not_testable_missing_donor_level_deltas,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted; manifold=not_audited; robustness=not_testable_missing_donor_level_deltas; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
ZDHHC17,unsupported_or_deprioritized,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules,not_promoted,not_audited,not_testable_missing_donor_level_deltas,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted; manifold=not_audited; robustness=not_testable_missing_donor_level_deltas; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
SH3KBP1,unsupported_or_deprioritized,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules,not_promoted,not_audited,not_testable_missing_donor_level_deltas,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted; manifold=not_audited; robustness=not_testable_missing_donor_level_deltas; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
PTPN18,unsupported_or_deprioritized,manifold_safe_but_not_scorecard_promoted,not_promoted_despite_manifold_qc_pass,not_promoted,descriptive_qc_only,not_applicable_not_promoted,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted; manifold=descriptive_qc_only; robustness=not_applicable_not_promoted; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
BDP1,unsupported_or_deprioritized,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules,not_promoted,not_audited,not_testable_missing_donor_level_deltas,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted; manifold=not_audited; robustness=not_testable_missing_donor_level_deltas; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
SGMS1,unsupported_or_deprioritized,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules,not_promoted,not_audited,not_testable_missing_donor_level_deltas,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted; manifold=not_audited; robustness=not_testable_missing_donor_level_deltas; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
ITFG1,unsupported_or_deprioritized,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules,not_promoted,not_audited,not_testable_missing_donor_level_deltas,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted; manifold=not_audited; robustness=not_testable_missing_donor_level_deltas; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
ADCY7,unsupported_or_deprioritized,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules,not_promoted,not_audited,not_testable_missing_donor_level_deltas,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted; manifold=not_audited; robustness=not_testable_missing_donor_level_deltas; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
MAP4K3,unsupported_or_deprioritized,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules,not_promoted,not_audited,not_testable_missing_donor_level_deltas,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted; manifold=not_audited; robustness=not_testable_missing_donor_level_deltas; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
WDR37,unsupported_or_deprioritized,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules,not_promoted,not_audited,not_testable_missing_donor_level_deltas,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted; manifold=not_audited; robustness=not_testable_missing_donor_level_deltas; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
TOP1,unsupported_or_deprioritized,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules,not_promoted,not_audited,not_testable_missing_donor_level_deltas,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted; manifold=not_audited; robustness=not_testable_missing_donor_level_deltas; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
USP22,unsupported_or_deprioritized,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules,not_promoted,not_audited,not_testable_missing_donor_level_deltas,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted; manifold=not_audited; robustness=not_testable_missing_donor_level_deltas; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
ADK,unsupported_or_deprioritized,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules,not_promoted,not_audited,not_testable_missing_donor_level_deltas,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted; manifold=not_audited; robustness=not_testable_missing_donor_level_deltas; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
AP2A2,unsupported_or_deprioritized,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules,not_promoted,not_audited,not_testable_missing_donor_level_deltas,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted; manifold=not_audited; robustness=not_testable_missing_donor_level_deltas; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
EIF2AK2,unsupported_or_deprioritized,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules,not_promoted,not_audited,not_testable_missing_donor_level_deltas,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted; manifold=not_audited; robustness=not_testable_missing_donor_level_deltas; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
VPS13B,unsupported_or_deprioritized,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules,not_promoted,not_audited,not_testable_missing_donor_level_deltas,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted; manifold=not_audited; robustness=not_testable_missing_donor_level_deltas; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
SBF2,unsupported_or_deprioritized,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules,not_promoted,not_audited,not_testable_missing_donor_level_deltas,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted; manifold=not_audited; robustness=not_testable_missing_donor_level_deltas; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
MTSS1,unsupported_or_deprioritized,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules,not_promoted,not_audited,not_testable_missing_donor_level_deltas,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted; manifold=not_audited; robustness=not_testable_missing_donor_level_deltas; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
MT-CO3,unsupported_or_deprioritized,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules,not_promoted,not_audited,not_testable_missing_donor_level_deltas,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted; manifold=not_audited; robustness=not_testable_missing_donor_level_deltas; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
PARN,unsupported_or_deprioritized,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules,not_promoted,not_audited,not_testable_missing_donor_level_deltas,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted; manifold=not_audited; robustness=not_testable_missing_donor_level_deltas; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
LPCAT2,unsupported_or_deprioritized,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules,not_promoted,not_audited,not_testable_missing_donor_level_deltas,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted; manifold=not_audited; robustness=not_testable_missing_donor_level_deltas; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
LRRFIP1,unsupported_or_deprioritized,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules,not_promoted,not_audited,not_testable_missing_donor_level_deltas,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted; manifold=not_audited; robustness=not_testable_missing_donor_level_deltas; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
SLC25A26,unsupported_or_deprioritized,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules,not_promoted,not_audited,not_testable_missing_donor_level_deltas,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted; manifold=not_audited; robustness=not_testable_missing_donor_level_deltas; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
UBAP1,unsupported_or_deprioritized,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules,not_promoted,not_audited,not_testable_missing_donor_level_deltas,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted; manifold=not_audited; robustness=not_testable_missing_donor_level_deltas; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
WWP1,unsupported_or_deprioritized,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules,not_promoted,not_audited,not_testable_missing_donor_level_deltas,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted; manifold=not_audited; robustness=not_testable_missing_donor_level_deltas; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
NFIC,unsupported_or_deprioritized,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules,not_promoted,not_audited,not_testable_missing_donor_level_deltas,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted; manifold=not_audited; robustness=not_testable_missing_donor_level_deltas; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
SIPA1L2,unsupported_or_deprioritized,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules,not_promoted,not_audited,not_testable_missing_donor_level_deltas,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted; manifold=not_audited; robustness=not_testable_missing_donor_level_deltas; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
