gene,final_tier,promotion_reason,deprioritization_reason,scorecard_interpretation,graph_interpretation,next_validation_priority,targeted_manifold_audit_recommended,pathology_axis_class,therapeutic_like_score_percentile,tau_lowering_score_percentile,neuron_preservation_score_percentile,gliosis_penalty_percentile,broad_shift_score_percentile,negative_control_interpretation,graph_neighborhood_label,prior_candidate_flag,known_biology_note,caution_note,recommended_next_validation,claim_boundary,manifold_violation_fraction,mean_nearest_real_cell_distance,p95_nearest_real_cell_distance,baseline_nn_p95_threshold,mean_latent_shift,median_latent_shift,manifold_nn_backend,targeted_manifold_audited,manifold_qc_status,manifold_qc_interpretation,promotion_or_demotion_after_manifold,final_evidence_tier_v2,final_candidate_status_v2
ZRANB2,scorecard_supported_isolated_hypothesis,scorecard_supported_but_graph_isolated,none,balanced_cleaner_scorecard_signal,isolated_high_score_no_fdr_supported_neighborhood,not_selected_for_targeted_audit_v1,False,dual_pathology_lowering_neuron_preserving,97.98206278026906,96.59940209267565,94.39461883408072,53.21375186846039,88.49028400597906,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,isolated_high_score_gene,False,No project-curated biology note yet; literature review is required before promotion.,"Balanced scorecard signal, but no FDR-supported cleaner 1-hop graph neighborhood. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.",Targeted top-hit manifold audit; donor-bootstrap stability; cell-subtype-restricted counterfactual; covariate re-audit; external biological review.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,scorecard_supported_pending_targeted_manifold_qc,scorecard_supported_pending_manifold_qc
VPS39,scorecard_supported_isolated_hypothesis,scorecard_supported_but_graph_isolated,none,balanced_cleaner_scorecard_signal,isolated_high_score_no_fdr_supported_neighborhood,not_selected_for_targeted_audit_v1,False,dual_pathology_lowering_neuron_preserving,97.86995515695068,94.5814648729447,87.03288490284005,14.8355754857997,80.86696562032884,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,isolated_high_score_gene,False,No project-curated biology note yet; literature review is required before promotion.,"Balanced scorecard signal, but no FDR-supported cleaner 1-hop graph neighborhood. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.",Targeted top-hit manifold audit; donor-bootstrap stability; cell-subtype-restricted counterfactual; covariate re-audit; external biological review.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,scorecard_supported_pending_targeted_manifold_qc,scorecard_supported_pending_manifold_qc
CSMD3,scorecard_supported_isolated_hypothesis,scorecard_supported_but_graph_isolated,none,balanced_cleaner_scorecard_signal,isolated_high_score_no_fdr_supported_neighborhood,not_selected_for_targeted_audit_v1,False,tau_lowering_neuron_preserving,97.72047832585947,91.77877428998504,90.95665171898357,14.8355754857997,71.52466367713004,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,isolated_high_score_gene,False,No project-curated biology note yet; literature review is required before promotion.,"Balanced scorecard signal, but no FDR-supported cleaner 1-hop graph neighborhood. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.",Targeted top-hit manifold audit; donor-bootstrap stability; cell-subtype-restricted counterfactual; covariate re-audit; external biological review.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,scorecard_supported_pending_targeted_manifold_qc,scorecard_supported_pending_manifold_qc
SLC38A2,scorecard_supported_isolated_hypothesis,scorecard_supported_but_graph_isolated,none,balanced_cleaner_scorecard_signal,isolated_high_score_no_fdr_supported_neighborhood,not_selected_for_targeted_audit_v1,False,dual_pathology_lowering_neuron_preserving,97.60837070254112,97.15994020926756,70.73991031390135,14.8355754857997,86.24813153961136,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,isolated_high_score_gene,False,No project-curated biology note yet; literature review is required before promotion.,"Balanced scorecard signal, but no FDR-supported cleaner 1-hop graph neighborhood. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.",Targeted top-hit manifold audit; donor-bootstrap stability; cell-subtype-restricted counterfactual; covariate re-audit; external biological review.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,scorecard_supported_pending_targeted_manifold_qc,scorecard_supported_pending_manifold_qc
MTX2,scorecard_supported_isolated_hypothesis,scorecard_supported_but_graph_isolated,none,balanced_cleaner_scorecard_signal,isolated_high_score_no_fdr_supported_neighborhood,not_selected_for_targeted_audit_v1,False,tau_lowering_neuron_preserving,97.53363228699553,95.17937219730942,82.7727952167414,14.8355754857997,61.808669656203286,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,isolated_high_score_gene,False,No project-curated biology note yet; literature review is required before promotion.,"Balanced scorecard signal, but no FDR-supported cleaner 1-hop graph neighborhood. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.",Targeted top-hit manifold audit; donor-bootstrap stability; cell-subtype-restricted counterfactual; covariate re-audit; external biological review.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,scorecard_supported_pending_targeted_manifold_qc,scorecard_supported_pending_manifold_qc
MAP3K7,scorecard_supported_isolated_hypothesis,scorecard_supported_but_graph_isolated,none,balanced_cleaner_scorecard_signal,isolated_high_score_no_fdr_supported_neighborhood,not_selected_for_targeted_audit_v1,False,tau_lowering_neuron_preserving,97.45889387144992,96.8236173393124,86.92077727952167,45.66517189835576,59.71599402092676,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,isolated_high_score_gene,False,No project-curated biology note yet; literature review is required before promotion.,"Balanced scorecard signal, but no FDR-supported cleaner 1-hop graph neighborhood. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.",Targeted top-hit manifold audit; donor-bootstrap stability; cell-subtype-restricted counterfactual; covariate re-audit; external biological review.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,scorecard_supported_pending_targeted_manifold_qc,scorecard_supported_pending_manifold_qc
NSF,scorecard_supported_isolated_hypothesis,scorecard_supported_but_graph_isolated,none,balanced_cleaner_scorecard_signal,isolated_high_score_no_fdr_supported_neighborhood,not_selected_for_targeted_audit_v1,False,tau_lowering_neuron_preserving,97.19730941704036,95.66517189835577,77.27952167414051,14.8355754857997,69.88041853512705,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,isolated_high_score_gene,False,No project-curated biology note yet; literature review is required before promotion.,"Balanced scorecard signal, but no FDR-supported cleaner 1-hop graph neighborhood. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.",Targeted top-hit manifold audit; donor-bootstrap stability; cell-subtype-restricted counterfactual; covariate re-audit; external biological review.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,scorecard_supported_pending_targeted_manifold_qc,scorecard_supported_pending_manifold_qc
RPLP1,scorecard_supported_isolated_hypothesis,scorecard_supported_but_graph_isolated,none,balanced_cleaner_scorecard_signal,isolated_high_score_no_fdr_supported_neighborhood,not_selected_for_targeted_audit_v1,False,dual_pathology_lowering_neuron_preserving,97.01046337817638,94.99252615844544,76.00896860986546,14.8355754857997,83.70702541106128,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,isolated_high_score_gene,False,No project-curated biology note yet; literature review is required before promotion.,"Balanced scorecard signal, but no FDR-supported cleaner 1-hop graph neighborhood. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.",Targeted top-hit manifold audit; donor-bootstrap stability; cell-subtype-restricted counterfactual; covariate re-audit; external biological review.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,scorecard_supported_pending_targeted_manifold_qc,scorecard_supported_pending_manifold_qc
PLD3,scorecard_supported_isolated_hypothesis,scorecard_supported_but_graph_isolated,none,balanced_cleaner_scorecard_signal,isolated_high_score_no_fdr_supported_neighborhood,priority_2_special_review,True,tau_lowering_neuron_preserving,96.8609865470852,91.62929745889387,85.53811659192824,14.8355754857997,57.47384155455904,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,isolated_high_score_gene,False,No project-curated biology note yet; literature review is required before promotion.,"Balanced scorecard signal, but no FDR-supported cleaner 1-hop graph neighborhood. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.",Targeted top-hit manifold audit; donor-bootstrap stability; cell-subtype-restricted counterfactual; covariate re-audit; external biological review.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",0.0,0.0027472162619233,0.0095683196559548,0.0174692813307046,0.0001762291212799,0.0001323824253631,torch,True,manifold_safe,targeted_perturbation_remained_within_sampled_latent_support,manifold_qc_pass_support_retained,scorecard_supported_manifold_safe_isolated_hypothesis,promoted_model_hypothesis_manifold_qc_pass
CAMK2G,scorecard_supported_isolated_hypothesis,scorecard_supported_but_graph_isolated,none,balanced_cleaner_scorecard_signal,isolated_high_score_no_fdr_supported_neighborhood,not_selected_for_targeted_audit_v1,False,dual_pathology_lowering_neuron_preserving,96.44992526158444,95.59043348281016,66.25560538116592,14.8355754857997,78.02690582959642,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,isolated_high_score_gene,False,No project-curated biology note yet; literature review is required before promotion.,"Balanced scorecard signal, but no FDR-supported cleaner 1-hop graph neighborhood. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.",Targeted top-hit manifold audit; donor-bootstrap stability; cell-subtype-restricted counterfactual; covariate re-audit; external biological review.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,scorecard_supported_pending_targeted_manifold_qc,scorecard_supported_pending_manifold_qc
UBE2E3,scorecard_supported_isolated_hypothesis,scorecard_supported_but_graph_isolated,none,balanced_cleaner_scorecard_signal,isolated_high_score_no_fdr_supported_neighborhood,not_selected_for_targeted_audit_v1,False,dual_pathology_lowering_neuron_preserving,96.41255605381166,90.695067264574,83.85650224215246,14.8355754857997,71.0762331838565,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,isolated_high_score_gene,False,No project-curated biology note yet; literature review is required before promotion.,"Balanced scorecard signal, but no FDR-supported cleaner 1-hop graph neighborhood. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.",Targeted top-hit manifold audit; donor-bootstrap stability; cell-subtype-restricted counterfactual; covariate re-audit; external biological review.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,scorecard_supported_pending_targeted_manifold_qc,scorecard_supported_pending_manifold_qc
