source,target,weight,source_idx,target_idx
BRAF,ZNF562,0.35579416,1376,2656
GCA,HIPK3,0.3557934,455,1796
TNKS2,ZNF207,0.35579243,1715,2485
SERINC5,RPS25,0.35579222,958,1876
EXOC4,CFDP1,0.3557914,1368,2418
SP140L,DPP6,0.35579026,524,1386
TMEM131,ATP9B,0.3557899,393,2634
CAMKMT,RPL3,0.35578898,331,2854
ZNF33A,SUZ12,0.35578892,1664,2483
LAT2,MARS,0.3557885,1301,1964
MYSM1,LARP4,0.3557853,100,1948
KPNA6,PTPRM,0.35578403,57,2579
SPI1,SLC38A2,0.3557839,1809,1942
KDM3B,TXNDC11,0.35578325,1007,2361
KPNA4,BRD4,0.35578284,707,2665
ASXL2,ST3GAL6,0.35578272,303,639
SFT2D2,BRAF,0.35578245,207,1376
SEC22A,AC104123.1,0.35578215,663,973
S100PBP,PPM1L,0.35578215,60,708
LCORL,STK38L,0.355781,779,1926
XPO7,KIAA2026,0.35577884,1414,1523
LRRFIP2,DEK,0.3557779,576,1083
BRD4,IFNAR1,0.35577717,2665,2805
IWS1,SEL1L,0.35577667,418,2211
JUN,PACS2,0.35577634,101,2242
PHF14,EXOC4,0.35577613,1258,1368
RHEB,OSBPL8,0.3557759,1382,1985
RNF38,ITFG1,0.35577363,1545,2389
TBC1D9,TMEM245,0.3557735,868,1582
PRIM2,PTAR1,0.35577223,1141,1551
NRP2,PABPN1,0.35577163,497,2140
RPS27A,AGPAT3,0.35577145,345,2821
ZBTB8OS,DLG1,0.35577077,58,752
PPP2R5E,STRADA,0.35577008,2183,2538
AKAP10,THOC2,0.35576868,2466,2928
SCLT1,NEMF,0.35576826,863,2160
CBLB,ABCB7,0.35576695,643,2912
GPNMB,LSM14A,0.35576525,1266,2680
SLC30A7,LMBRD1,0.35576522,141,1145
EPC2,TMEM87A,0.35576326,438,2263
BTAF1,AKAP11,0.35576314,1716,2073
FBXW11,EWSR1,0.355762,1039,2841
BRI3,STOM,0.35576144,1326,1600
KLHDC10,SFSWAP,0.35576022,1364,2044
HMGA1P4,TM7SF3,0.35575962,1614,1925
ATP6V0E1,ERC1,0.35575947,1043,1891
SUFU,RAB39A,0.35575938,1735,1861
MCM9,FGFR1OP2,0.355759,1190,1924
CDC73,SREBF2,0.35575888,233,2858
CCDC93,FIG4,0.3557572,411,1180
DCAF10,WAPL,0.3557567,1547,1702
SERPINB6,PAFAH1B1,0.35575363,1063,2440
ACAP2,PDSS2,0.3557534,747,1174
PRDX1,SCAI,0.35575277,84,1608
CAMKMT,RAP1B,0.3557525,331,1975
LRBA,TIAL1,0.35575232,875,1751
WAPL,BMPR1A,0.35575125,1702,1703
TTC27,RAD50,0.35575038,313,1000
LINC01473,HECTD1,0.35574803,476,2143
PPP2R2D,TOP1,0.35574782,1762,2769
MTREX,DIDO1,0.35574758,929,2787
SYNE1,PCGF5,0.35574692,1224,1713
RBBP4,HELZ,0.35574624,59,2545
DPYSL2,RNF138,0.35574234,1423,2597
KIF13B,CFDP1,0.35574222,1428,2418
ATP2B4,RPS6KC1,0.35574204,243,253
PPP2R5E,RAB12,0.3557412,2183,2580
ANKHD1,ATP6V1C1,0.35574067,1012,1484
YWHAE,BRD4,0.35574007,2435,2665
SRRM1,ARIH1,0.35573927,40,2320
RPLP2,FAM222B,0.35573733,1763,2473
RAP1B,AKAP11,0.3557371,1975,2073
NFE2L2,SERINC1,0.3557356,470,1192
CCDC66,ANKHD1,0.35573217,615,1012
EPHB2,SLF2,0.35573164,35,1729
PPP2R5E,IFNGR2,0.35573143,2183,2806
ADK,PAFAH1B1,0.35573077,1692,2440
ACBD6,PTPN4,0.3557283,219,413
TMEM131,SLC12A6,0.3557274,393,2251
DENND1B,DPP8,0.35572627,235,2306
IST1,ATP11C,0.35572582,2414,2935
RPS6KC1,SERINC5,0.35572457,253,958
LRPPRC,DLG1,0.35572442,329,752
TMEM260,HELZ,0.35572365,2171,2545
DLG1,ACSL4,0.35571957,752,2919
MSH3,NCOA6,0.35571954,960,2758
EEFSEC,GOLPH3,0.35571948,671,914
ERC1,MED15,0.35571927,1891,2833
SLC30A7,RCOR1,0.35571793,141,2237
RPLP2,CHFR,0.35571754,1763,2046
MAT2A,HIPK3,0.35571718,386,1796
HADHB,SIK3,0.3557162,305,1872
R3HDM1,RBM6,0.35571572,427,603
IBTK,EIF3E,0.35571474,1156,1488
GTF2F2,PAFAH1B1,0.35571378,2076,2440
STRN,SESN1,0.35571343,316,1178
ABHD18,CYLD,0.3557129,862,2395
WDR33,DIDO1,0.35571238,419,2787
ENSA,KIF13A,0.35571182,176,1081
SPEN,NUBPL,0.35571054,19,2145
ATF2,TTC28,0.35571045,467,2840
TTLL5,CDR2,0.35570908,2203,2376
RAB11FIP2,PHKB,0.35570818,1746,2390
MYSM1,WDR70,0.35570815,100,919
ATP6V0E1,PHKB,0.35570547,1043,2390
SNX13,SLF2,0.3557049,1261,1729
GNAI3,SMG1,0.3557047,147,2370
SERINC1,SHOC2,0.35570464,1192,1740
PCCA,HELZ,0.35570455,2117,2545
RPL17,TASP1,0.3557045,2613,2737
LNPEP,SLX4IP,0.3557027,975,2735
HDLBP,SRPK2,0.35570237,539,1340
SEL1L,DYNC1H1,0.3557016,2211,2234
PAFAH1B1,TRAPPC8,0.3557015,2440,2596
MTX2,WAPL,0.3557001,468,1702
FOXN2,AHI1,0.35569966,338,1204
ZCCHC7,NUP214,0.3556984,1546,1619
KIAA0232,HIPK3,0.35569805,768,1796
CANX,RPS2,0.35569718,1053,2350
MAN1C1,WAPL,0.35569635,43,1702
EIF4A2,TIGAR,0.35569596,738,1895
EIF3H,SUFU,0.35569578,1491,1735
LIMD1,VPS35L,0.35569552,590,2373
HMGN3,CDC27,0.3556944,1154,2516
ACAP2,S100Z,0.35569394,747,951
PPP1R10,TULP4,0.35569307,1093,1231
LNPEP,ARPC1B,0.35569283,975,1329
TTC37,ARHGAP18,0.3556922,971,1198
PPM1L,TULP4,0.3556903,708,1231
KMT5B,CHFR,0.35568985,1830,2046
HMGA1P4,NCOA6,0.35568863,1614,2758
ERC1,SLC12A6,0.35568568,1891,2251
CAMSAP2,FAM193A,0.3556841,238,761
MTA3,SCARB1,0.35568294,326,2042
CCDC93,TYROBP,0.35568264,411,2687
FNBP4,TRIP4,0.3556815,1811,2304
SLC25A26,FAM172A,0.355681,624,969
POLK,SS18,0.35567954,949,2595
SMG7,FBXO38,0.35567948,225,1022
SRPK2,MSRA,0.3556784,1340,1399
PTAR1,RPLP2,0.3556779,1551,1763
NCOA7,PACS2,0.3556775,1195,2242
CLCN3,OTULINL,0.3556773,891,907
LGALS9,MX1,0.355677,2471,2818
CSDE1,ABHD12,0.35567582,161,2748
TNFRSF1A,PARP4,0.35567474,1897,2054
RYBP,HELZ,0.35567385,631,2545
GRAMD1B,ZMYND8,0.35567355,1881,2773
MSL2,WAPL,0.35567287,681,1702
FAM120B,EXOC4,0.35567188,1241,1368
ABCA1,LINC01278,0.35567144,1579,2901
PHKB,MED14,0.35567042,2390,2891
MINDY2,TXNDC11,0.35567027,2291,2361
FAM193A,HIPK3,0.35566953,761,1796
BCLAF1,ZCCHC7,0.35566953,1205,1546
GALK2,STX8,0.3556687,2276,2455
SCLT1,ZMYND8,0.35566685,863,2773
GRK5,TM9SF4,0.35566607,1749,2752
PPP4R3A,LUC7L3,0.35566375,2219,2522
DHX9,KIF13B,0.35566366,224,1428
VPS36,MGA,0.35566264,2097,2261
UBXN4,FXR1,0.35566217,428,724
CDC14A,RPL13A,0.35566175,140,2708
TFEB,PPP2R5E,0.3556611,1127,2183
SPEN,ASXL1,0.35565934,19,2753
ZYG11B,VRK2,0.35565868,96,348
MTR,TM7SF3,0.35565826,276,1925
LINC00342,PACS2,0.3556579,390,2242
PDCD6IP,KIF13B,0.3556576,574,1428
ZNF654,CUL4A,0.35565758,637,2131
RPL6,ZMYND8,0.35565746,2026,2773
SMAP1,KIF13B,0.35565686,1147,1428
UST,MARS,0.35565546,1219,1964
TMEM131,ATP6V1A,0.3556544,393,646
ARHGEF10L,CDK12,0.35565218,23,2500
PHKB,MAPRE2,0.3556516,2390,2600
ATP6V1H,HERC2,0.35565138,1446,2246
TPT1,MBTD1,0.35564986,2077,2524
ERC1,CBFB,0.3556481,1891,2406
SEPTIN7,PTAR1,0.35564762,1280,1551
PPM1L,PURA,0.35564756,708,1011
ARID1A,SCYL2,0.355647,45,2004
PIK3CB,FAR1,0.35564682,685,1783
FAM102B,COPB1,0.35564676,143,1784
PRPF4B,TNKS2,0.35564634,1065,1715
JUN,BTBD1,0.35564625,101,2333
NAALADL2,SUZ12,0.3556457,716,2483
RPL28,ZMYND8,0.35564524,2717,2773
DPYSL2,RC3H2,0.3556451,1423,1601
GPATCH2,HNRNPD,0.35564494,254,821
TRAF3,ZC3H7A,0.35564277,2238,2362
LATS1,SFSWAP,0.3556423,1221,2044
PTMA,SUFU,0.35564044,528,1735
ATG5,BBS9,0.3556394,1173,1279
MAT2A,TM9SF4,0.3556387,386,2752
TRIM33,RASSF3,0.35563824,160,1971
TMEM131,SIPA1L3,0.35563684,393,2688
KLHL18,IST1,0.35563666,595,2414
CAPZA2,UBE2G1,0.35563558,1352,2444
ST8SIA4,WAPL,0.35563523,977,1702
DHX36,EXOC4,0.35563406,702,1368
TMEM131,CRK,0.355634,393,2436
SLC38A9,EIF2AK4,0.35563,931,2256
MTR,B4GALT1,0.35562918,276,1538
CAMKMT,DNAJC10,0.35562855,331,474
MCPH1,GSE1,0.35562783,1396,2425
EXT1,MGRN1,0.35562685,1492,2353
CLOCK,CWC27,0.35562515,805,938
HLA-DPB1,MBD2,0.35562453,1112,2616
TASOR,CD300A,0.35562423,616,2549
LCORL,PDE7A,0.35562328,779,1458
VPS50,TIGAR,0.35562292,1320,1895
TRIM38,MAPKAP1,0.35562253,1089,1610
YWHAG,EXOC6,0.35562122,1304,1718
S100A4,RPL34,0.35562038,183,852
HEATR5B,ARFGEF2,0.35562012,317,2775
KIF13B,AP2B1,0.3556193,1428,2488
TASOR2,ERC1,0.35561803,1632,1891
ANKHD1,CD2AP,0.3556179,1012,1136
PHKB,SIPA1L3,0.35561678,2390,2688
APC,DIDO1,0.355616,983,2787
RPL11,CUL5,0.3556156,38,1862
IPO9,BCL2,0.35561514,239,2627
PTPN4,ZC3H12C,0.3556144,413,1866
TANGO6,PAFAH1B1,0.35561347,2409,2440
ISG15,HLA-DQB1,0.35561344,0,1106
SERINC5,CDR2,0.35561332,958,2376
RPS23,SMC5,0.35561314,963,1552
HNRNPR,ARID1A,0.35561216,37,45
STK38L,ARHGAP5,0.35561088,1926,2146
SFT2D2,PAFAH1B1,0.35560995,207,2440
NFX1,SUZ12,0.355607,1539,2483
TMEM131,RAB5A,0.35560593,393,557
CDC14A,TRIM13,0.3556051,140,2091
GPATCH2,TMEM87A,0.35560402,254,2263
NUP160,STX8,0.35560268,1812,2455
ADD1,HK1,0.35560197,763,1680
KRIT1,HDAC8,0.35560197,1314,2909
INTS6,TUBGCP3,0.35560188,2095,2128
NSD2,GPATCH8,0.3556012,759,2508
HPS3,AP3S2,0.35560116,695,2339
MAP3K7,SFSWAP,0.35560107,1165,2044
WIPF2,HELZ,0.35560083,2501,2545
LPGAT1,AC009120.2,0.35559985,251,2415
UBXN4,SNAP23,0.3555986,428,2266
IQCB1,HLA-DMA,0.35559857,654,1110
SMARCAD1,FAM172A,0.3555981,839,969
EYA3,KDM2B,0.3555976,48,2035
ZYG11B,UBL3,0.3555967,96,2059
PLEKHO1,PPP4R3B,0.35559535,174,347
KPNA4,LRBA,0.35559306,707,875
DCAF5,GAS7,0.35559273,2191,2456
DHRS3,CDR2,0.35559264,13,2376
R3HDM1,SPG7,0.35559058,427,2430
PHACTR4,HELZ,0.35559052,50,2545
LINC00342,ABHD18,0.3555898,390,862
UST,TXNDC11,0.35558912,1219,2361
TPT1,UBR1,0.3555887,2077,2268
SECISBP2L,ARIH1,0.35558745,2275,2320
S100A4,RPL35,0.35558635,183,1607
SRRM1,WDR26,0.35558572,40,265
PHACTR2,HIPK3,0.35558513,1214,1796
SPEN,YAF2,0.3555845,19,1936
MTR,USO1,0.35558397,276,815
HNRNPA3,HIBADH,0.35558394,469,1271
PTAR1,NUBPL,0.35558367,1551,2145
OSTF1,HDAC8,0.35558325,1554,2909
S100Z,AKAP11,0.35558274,951,2073
PPP4R3B,FNBP4,0.35558262,347,1811
RARS2,HELZ,0.3555824,1162,2545
ACSL3,PAFAH1B1,0.35558027,514,2440
TAF2,PHKB,0.3555795,1495,2390
MIER1,EXOC4,0.35557938,109,1368
ZCCHC7,PCNX4,0.35557926,1546,2178
APPL1,ERC1,0.35557806,617,1891
EMB,CHM,0.3555759,924,2917
TTC37,ZBTB44,0.35557485,971,1886
DOP1A,MBTD1,0.35557276,1158,2524
RUFY1,BRAF,0.35557237,1051,1376
CLOCK,TMBIM4,0.35557145,805,1973
MON2,CTSH,0.3555699,1968,2331
SCARB2,VPS35L,0.3555699,817,2373
HLA-DQB1,ZNF451,0.35556945,1106,1140
RNF138,CHD6,0.35556927,2597,2770
LAT2,TM9SF4,0.35556784,1301,2752
RBM6,TM9SF2,0.3555677,603,2115
DPYSL2,PIK3C2A,0.35556737,1423,1788
SNX27,PPIG,0.35556725,182,458
NNT,SFSWAP,0.35556635,923,2044
PIK3CB,NFKB1,0.35556588,685,846
EYA3,SLC20A2,0.35556367,48,1437
GLB1,HELZ,0.3555623,572,2545
DENND6A,PTPN9,0.35556173,618,2324
PIK3CB,HLA-DQB1,0.35556117,685,1106
CSNK1G3,LPXN,0.3555608,993,1815
EXOC4,ROCK1,0.3555601,1368,2589
SPEN,PTP4A2,0.35556,19,55
DCAF7,HDAC8,0.35555986,2536,2909
COP1,TGOLN2,0.35555932,213,385
RABGEF1,PITPNB,0.355559,1295,2839
UBE2R2,AGPAT3,0.35555804,1540,2821
MTR,DEK,0.35555744,276,1083
ATG5,SCARB1,0.35555723,1173,2042
TMEM131,ADK,0.3555556,393,1692
MAP4K3,SMG1,0.35555494,323,2370
PLEKHO1,DNAJC7,0.3555549,174,2503
SERINC5,HIPK3,0.3555548,958,1796
KDM3B,UBR5,0.35555452,1007,1482
MARS,RPL21,0.35555407,1964,2057
OCIAD1,IRF2,0.355554,800,897
MIER1,SFSWAP,0.3555531,109,2044
MAP3K1,HLA-DMA,0.3555525,933,1110
FBXO38,LARP1,0.35555205,1022,1031
LYRM4,EIF3H,0.35555187,1067,1491
PARL,PHKB,0.35555154,733,2390
ISG15,CANX,0.35554993,0,1053
RAB11FIP2,PAFAH1B1,0.35554978,1746,2440
ATG5,LITAF,0.35554957,1173,2360
BRAF,EXT2,0.35554925,1376,1802
LAT2,SNX1,0.3555486,1301,2302
NUCKS1,STX8,0.3555484,245,2455
PCBP2,CD300A,0.35554826,1954,2549
WDR33,PHF14,0.3555479,419,1258
PDE7A,CUL5,0.35554656,1458,1862
MPHOSPH8,MOSMO,0.35554606,2047,2375
RPL34,TXNDC11,0.35554537,852,2361
ERCC6L2,NUP98,0.35554177,1571,1770
ERC1,RAB12,0.3555409,1891,2580
TIGAR,RBBP6,0.35553998,1895,2379
UGGT1,TM7SF3,0.35553932,420,1925
PHKB,EPN2,0.3555376,2390,2464
MAP3K1,RPS14,0.35553756,933,1027
KRIT1,KIAA2026,0.35553753,1314,1523
FBXO28,SEPTIN7,0.35553592,264,1280
AFF4,IFNAR1,0.35553527,1001,2805
STRN3,OGT,0.35553277,2142,2908
FBXW11,KIF13B,0.35553133,1039,1428
ATP6V1H,CNOT2,0.355531,1446,1980
HADHB,SEL1L,0.35552943,305,2211
ANKHD1,ACSL4,0.3555294,1012,2919
PRKDC,ZC3H7A,0.3555282,1442,2362
AMD1,PABPN1,0.35552695,1182,2140
SLF2,SOX5,0.35552686,1729,1919
ADK,SFSWAP,0.35552493,1692,2044
IBTK,RSRC2,0.3555248,1156,2038
MIER1,KIF13B,0.35552418,109,1428
SEPTIN7,SUFU,0.35552204,1280,1735
MPZL1,UBR1,0.35552165,205,2268
KDM3B,TM9SF4,0.35552144,1007,2752
DIP2C,VPS36,0.35552058,1628,2097
EYA3,GRK5,0.3555201,48,1749
EDEM3,LINC00342,0.35551974,227,390
REEP3,WAPL,0.35551968,1675,1702
P2RX4,KIAA0355,0.3555192,2033,2681
NRF1,PRMT3,0.35551906,1362,1791
PREP,TTC7B,0.35551852,1172,2216
EXT1,TPT1-AS1,0.35551772,1492,2078
DLG1,EFR3A,0.35551688,752,1504
PRKAR2A,KIAA0232,0.3555132,598,768
KLF12,EPS15L1,0.35551253,2101,2667
FUBP1,CDK5RAP2,0.3555125,120,1595
TLK1,PMS1,0.35551244,460,478
UBE2R2,PCGF5,0.35551214,1540,1713
WDR33,TMCC1,0.35551187,419,675
GAK,SHPRH,0.35551184,758,1217
NEK1,VASH1,0.35551098,890,2205
FASTKD1,NIN,0.35550973,457,2163
EIF2AK2,POLA1,0.35550827,318,2886
ZYG11B,PTPN18,0.3555072,96,421
CCNI,PITPNB,0.35550594,818,2839
KPNA4,CLIP2,0.35550565,707,1302
SCAI,RPTOR,0.35550514,1608,2566
REPS1,ATG16L2,0.3555039,1209,1835
SLC18B1,APLP2,0.3555039,1201,1885
GPATCH2L,HDAC8,0.35550204,2204,2909
EEFSEC,HNRNPK,0.35550123,671,1557
HACE1,NUP160,0.35550076,1171,1812
RPS27A,MAP3K1,0.3555005,345,933
LYRM4,SECISBP2L,0.35549942,1067,2275
WNT2B,ATG5,0.35549903,155,1173
MAP3K1,RPS23,0.35549882,933,963
ZMYM6,ENSA,0.35549834,62,176
ASH1L,TLK1,0.3554981,189,460
HNRNPD,SPIRE1,0.3554975,821,2585
SMARCC1,SFSWAP,0.3554965,596,2044
DERA,USF2,0.35549635,1914,2685
GARS-DT,HDAC8,0.3554962,1277,2909
OSBPL11,RC3H2,0.35549557,667,1601
EPHB2,FTO,0.3554951,35,2399
LCORL,ATG16L2,0.3554943,779,1835
EIF4B,MGA,0.35549024,1953,2261
SMC5,ANKRD10,0.35548934,1552,2126
FOS,TTLL5,0.35548928,2201,2203
GNAI3,PAFAH1B1,0.35548866,147,2440
BRAF,TIMP2,0.35548824,1376,2563
PHKB,TMLHE,0.3554876,2390,2943
TTC13,SCARB1,0.3554871,269,2042
TULP4,PACS2,0.355485,1231,2242
ATP2B4,CPPED1,0.35548452,243,2365
ATG5,LARP4,0.3554819,1173,1948
ABHD18,LUC7L,0.35547724,862,2348
UBC,PPP4R3A,0.35547546,2043,2219
RC3H1,STAU1,0.35547513,211,2776
ASXL2,NCAM2,0.35547403,303,2794
HNRNPK,ARIH1,0.35547364,1557,2320
HNRNPR,TRAF3,0.35547358,37,2238
UST,MON2,0.35547203,1219,1968
AGPS,INO80D,0.3554717,471,498
BRAF,AMPD3,0.3554705,1376,1778
RASSF4,TM9SF2,0.35546973,1666,2115
IQCB1,ARHGDIB,0.35546967,654,1911
SLC18B1,HNRNPM,0.35546952,1201,2653
SIK3,NPLOC4,0.35546887,1872,2568
SPEN,LCOR,0.35546798,19,1727
RNF145,PIAS2,0.35546735,1034,2609
STRN,ARHGAP18,0.3554673,316,1198
RBM5,SPPL3,0.3554664,604,2031
USP48,WDR33,0.3554624,30,419
GIGYF2,ANKIB1,0.35546225,530,1315
NDUFAF6,CDR2,0.35546213,1473,2376
SLC12A6,PAFAH1B1,0.35545895,2251,2440
CAMKMT,TAPT1,0.35545883,331,776
RPS2,TXNDC11,0.35545808,2350,2361
ERC1,MAPK1,0.35545626,1891,2835
PIK3CB,GRAMD1B,0.35545602,685,1881
ADAM17,PPP2CA,0.35545465,290,1002
TRIM33,UMAD1,0.35545406,160,1256
SLAIN2,EPSTI1,0.35545334,798,2074
UBE2R2,PIK3C2A,0.35545298,1540,1788
HNRNPD,LIPA,0.35545295,821,1708
BRAF,CCSER2,0.3554525,1376,1701
FOXN2,RPL7A,0.3554518,338,1624
ATP6V1H,LIPA,0.3554517,1446,1708
UBR5,SLC38A10,0.35545075,1482,2567
FASTKD1,FIG4,0.3554506,457,1180
STAM,ARIH1,0.3554498,1644,2320
CMTM6,LINC01278,0.35544926,571,2901
PPP3CB,SFSWAP,0.3554489,1690,2044
COP1,UBR5,0.35544735,213,1482
RNF145,TULP4,0.35544726,1034,1231
GAS6,USP7,0.35544533,2133,2356
IKZF1,AMBRA1,0.3554451,1290,1805
NEK1,FRMD5,0.3554444,890,2270
RNF38,HECTD1,0.35544384,1545,2143
TENT2,CTNNBL1,0.35544318,957,2767
AC104123.1,TRAF3IP2-AS1,0.35544208,973,1185
RPTOR,GPI,0.355442,2566,2682
OPA1,HDAC8,0.35544175,745,2909
SLF2,AKAP10,0.35544163,1729,2466
ANKIB1,ARFGEF2,0.3554408,1315,2775
RSBN1L,LCOR,0.35543913,1308,1727
CEP128,AGPAT3,0.35543907,2209,2821
SCARB2,ABCB7,0.35543698,817,2912
RDX,TM7SF3,0.35543692,1865,1925
PTPN18,XPO4,0.35543552,421,2050
EIF2AK4,ADPGK,0.3554344,2256,2321
RPLP1,TXNDC11,0.35543394,2315,2361
SLF2,MGA,0.35543364,1729,2261
KMT2A,CHFR,0.35543212,1874,2046
ADPGK,ABCB7,0.35543084,2321,2912
KIAA2026,SOS2,0.35543078,1523,2161
PHKB,FOXK2,0.3554302,2390,2571
RBM33,PPP4R3A,0.35543007,1387,2219
TMEM131,NNT,0.35542992,393,923
RC3H1,UNK,0.35542932,211,2554
UBE2E3,HDAC8,0.35542768,473,2909
CCNI,FAM222B,0.35542655,818,2473
GON4L,ADPGK,0.35542622,192,2321
SLMAP,KIF13B,0.35542572,619,1428
OSBPL9,ETV5,0.355425,93,737
ZMYM4,ATP11B,0.35542485,64,725
CDC42,HELZ,0.35542396,31,2545
SPEN,YWHAG,0.35542387,19,1304
STK3,SFSWAP,0.35542327,1476,2044
SRRM1,ELOVL5,0.35542235,40,1138
SPPL2A,TOP1,0.3554205,2280,2769
CDK17,CHD6,0.35541996,2000,2770
MAPKAP1,FBXW4,0.3554196,1610,1731
CDC14B,WAPL,0.35541865,1572,1702
PPP2R5E,ICE2,0.35541758,2183,2295
WDR33,CBFB,0.35541722,419,2406
TYW1,SMG1,0.3554165,1296,2370
GAK,PLCB2,0.3554156,758,2257
ADAR,TMEM131,0.3554155,188,393
CMTM6,BAZ1B,0.35541475,571,1299
SNX14,HIPK3,0.3554139,1160,1796
HNRNPA3,ETFA,0.35541254,469,2325
KPNA6,SIK3,0.35541138,57,1872
PRKACB,SLTM,0.35541093,123,2293
MAPKAP1,ZMYND8,0.35541087,1610,2773
RAB7A,ZDHHC17,0.35540962,672,1986
NABP1,UBE2G1,0.35540938,482,2444
CDC42SE1,ASXL1,0.35540915,179,2753
KIF13A,RBBP6,0.35540906,1081,2379
WDR33,SCFD1,0.35540816,419,2141
SERGEF,TBC1D2B,0.35540798,1789,2328
ATP2B4,PPP2R2D,0.35540786,243,1762
LGALS9,ATRN,0.35540727,2471,2724
PTPN4,THOC2,0.3554072,413,2928
WAPL,HM13,0.35540566,1702,2749
PRORP,PPP2R5E,0.35540506,2151,2183
UBR5,GANC,0.35540494,1482,2264
NRF1,APAF1,0.35540476,1362,2001
ARMC8,ABHD2,0.35540473,684,2338
EIF1B-AS1,HMGN1,0.35540465,582,2816
COMMD1,PHKB,0.3554045,353,2390
CTNNA1,KIF13B,0.35540408,1008,1428
PUM3,SMC5,0.35540268,1517,1552
ATP11B,CDK5RAP2,0.35540152,725,1595
REL,VPS36,0.3554002,350,2097
LINC01278,THOC2,0.35539985,2901,2928
INVS,GLG1,0.35539725,1578,2416
SARNP,SFSWAP,0.3553962,1957,2044
CWC27,CDK5RAP2,0.35539588,938,1595
RCOR3,AVL9,0.35539493,250,1278
ARID1A,TGOLN2,0.35539392,45,385
YWHAG,PPFIA1,0.35539374,1304,1832
SUFU,GABPB1-AS1,0.3553937,1735,2277
GPR107,HELZ,0.35539344,1616,2545
EEFSEC,SHOC2,0.35539308,671,1740
ANAPC10,CEP85L,0.3553902,872,1189
CNTLN,RAB8B,0.35539004,1529,2299
ATF7,DAAM1,0.35538936,1955,2176
ERC1,DHRSX,0.35538864,1891,2870
ENSA,RPL13A,0.35538626,176,2708
TMEM131,PGGT1B,0.3553845,393,986
ASXL2,HDAC4,0.3553843,303,536
PRPF4B,NPLOC4,0.35538426,1065,2568
ADD1,DPYSL2,0.35538384,763,1423
PLCB2,SLC38A10,0.35538173,2257,2567
NSD1,FUBP3,0.3553767,1048,1617
USP4,EEA1,0.35537627,600,1995
ARHGEF2,AFF4,0.35537586,193,1001
TMEM131,CSTF3,0.3553756,393,1795
FOS,PLCB2,0.3553729,2201,2257
S100PBP,TULP4,0.35537142,60,1231
ADAM17,CPPED1,0.35537097,290,2365
EDEM3,EDA,0.35537022,227,2906
DDX39B,PACS2,0.35537,1097,2242
SS18,HDAC8,0.35536933,2595,2909
KHDRBS1,PREP,0.3553692,56,1172
TMEM245,FNBP4,0.35536847,1582,1811
MTA3,FGD3,0.35536793,326,1568
HLA-DQB1,PPP2R2D,0.3553675,1106,1762
BTAF1,RSRC2,0.35536742,1716,2038
P2RX4,RBBP6,0.35536635,2033,2379
TXNDC11,EIF4A1,0.355366,2361,2451
SPEN,SLC20A2,0.35536575,19,1437
HIPK3,RPL21,0.35536352,1796,2057
BRAF,PCMTD1,0.3553632,1376,1444
HMGA1P4,NPEPPS,0.3553628,1614,2518
MYSM1,FLOT1,0.35536277,100,1094
ARIH2,GPATCH8,0.3553626,599,2508
SNX13,SHLD1,0.35536253,1261,2732
UBAP1,ATG16L2,0.35536075,1542,1835
EIF2AK2,TRIM14,0.3553602,318,1575
PSME4,KIAA2026,0.35535815,342,1523
EXOC5,PPP2R5E,0.35535803,2172,2183
SNX24,ANKFY1,0.35535786,992,2443
R3HDM1,GRK5,0.3553578,427,1749
RFX3,HELZ,0.35535705,1518,2545
WDPCP,NIN,0.35535645,355,2163
GPATCH2,FTO,0.3553557,254,2399
HS2ST1,RBL2,0.35535455,125,2398
TRAF3,SPPL2A,0.3553545,2238,2280
CUL4A,MAP2K4,0.3553525,2131,2457
GPBP1L1,FRYL,0.35535225,85,799
RPS14,PTAR1,0.3553521,1027,1551
DNAJC10,DCAF5,0.35535136,474,2191
DLG1,NBDY,0.35535,752,2900
PPP4R3A,ZNF207,0.3553498,2219,2485
FBXL5,RNF138,0.35534814,775,2597
FAM172A,KIAA2026,0.35534805,969,1523
SEC62,LYRM4,0.3553479,709,1067
UBE2E3,BRAF,0.35534757,473,1376
RAP1GDS1,HDAC8,0.35534728,842,2909
SLMAP,TRPC4AP,0.3553454,619,2759
TPM3,SEPTIN2,0.35534528,186,540
CCDC88A,USP7,0.35534388,346,2356
DDX6,SFSWAP,0.3553381,1875,2044
TTC13,TBL1X,0.35533795,269,2875
HP1BP3,MBD2,0.35533753,29,2616
NUDCD3,KATNBL1,0.35533744,1286,2250
HLA-A,TTLL5,0.35533533,1091,2203
IBTK,FAM222B,0.35533494,1156,2473
TRAPPC11,ERC1,0.35533464,896,1891
PTP4A2,STT3B,0.35533363,55,569
CAP1,RC3H1,0.35533297,73,211
LPGAT1,HMGN1,0.35533264,251,2816
CTSC,PPP2R5E,0.35533172,1853,2183
ETFA,TCF25,0.35533094,2325,2432
RPL26,MBTD1,0.3553306,2453,2524
HS2ST1,MSRA,0.35532922,125,1399
PTPN9,HNRNPM,0.35532913,2324,2653
G3BP1,PHKB,0.35532865,1029,2390
SEPTIN2,TTLL5,0.35532844,540,2203
DIPK1A,RPL35,0.35532802,133,1607
RAB28,CLTA,0.35532248,773,1544
USP24,BRAF,0.35532096,98,1376
STAT5B,PSTPIP2,0.3553206,2504,2608
NUBPL,COTL1,0.35532036,2145,2423
