source,target,source_idx,target_idx,in_string,in_wgcna,string_score,wgcna_tom,support
STT3B,TNFRSF1A,569,1897,False,True,,0.3373061,wgcna_only
NUMA1,RC3H1,1833,211,False,True,,0.33730575,wgcna_only
HMGN3,RPRD2,1154,175,False,True,,0.33730534,wgcna_only
CD47,RPL3,645,2854,False,True,,0.3373049,wgcna_only
ZCCHC7,ZNF592,1546,2336,False,True,,0.33730376,wgcna_only
ST3GAL6,SUFU,639,1735,False,True,,0.33730373,wgcna_only
OSTF1,TRAPPC8,1554,2596,False,True,,0.33730355,wgcna_only
KATNBL1,VPS45,2250,173,False,True,,0.33730322,wgcna_only
ASB3,KHDRBS1,341,56,False,True,,0.33730167,wgcna_only
KIF13A,YTHDC1,1081,810,False,True,,0.3373016,wgcna_only
CUL3,SAMD8,515,1694,False,True,,0.3373013,wgcna_only
CCNL1,SLF2,703,1729,False,True,,0.33730096,wgcna_only
ARMC8,KLHL18,684,595,False,True,,0.33730033,wgcna_only
MAP4K5,RAD50,2162,1000,False,True,,0.33729932,wgcna_only
ATP11B,SUCO,725,210,False,True,,0.33729923,wgcna_only
CUL3,EXOC5,515,2172,False,True,,0.33729866,wgcna_only
CD46,PAFAH1B1,247,2440,False,True,,0.33729827,wgcna_only
ROCK1,XRN1,2589,691,False,True,,0.33729714,wgcna_only
ELP2,GIGYF2,2603,530,False,True,,0.33729675,wgcna_only
SNRNP70,TRIP4,2707,2304,False,True,,0.33729604,wgcna_only
SLC12A6,USP48,2251,30,False,True,,0.337296,wgcna_only
HNRNPA3,STIM2,469,783,False,True,,0.33729506,wgcna_only
RHOQ,SEPTIN2,334,540,False,True,,0.33729482,wgcna_only
PCNX4,POLK,2178,949,False,True,,0.33729476,wgcna_only
ARPC2,PIK3C2A,511,1788,False,True,,0.33729428,wgcna_only
PACSIN2,PPP4R2,2860,632,False,True,,0.33729297,wgcna_only
ABHD18,CYBB,862,2890,False,True,,0.3372929,wgcna_only
GIGYF2,LRBA,530,875,False,True,,0.33729264,wgcna_only
ANKHD1,EVL,1012,2230,False,True,,0.3372926,wgcna_only
BCL2,KPNA4,2627,707,False,True,,0.33729112,wgcna_only
AP1G1,YME1L1,2413,1651,False,True,,0.33729076,wgcna_only
DIDO1,VPS29,2787,2021,False,True,,0.3372898,wgcna_only
HECTD1,RHOT1,2143,2484,False,True,,0.33728933,wgcna_only
RPL13A,TIGAR,2708,1895,False,True,,0.33728927,wgcna_only
PRDM2,WDR41,14,952,False,True,,0.33728912,wgcna_only
OSBPL9,SP3,93,463,False,True,,0.33728865,wgcna_only
FAM102B,FAM222B,143,2473,False,True,,0.33728814,wgcna_only
FNBP1,ITGAV,1615,477,False,True,,0.33728793,wgcna_only
MTMR3,TMCC1,2843,675,False,True,,0.33728695,wgcna_only
PCCA,RREB1,2117,1071,False,True,,0.33728662,wgcna_only
PAG1,WDR33,1468,419,False,True,,0.33728588,wgcna_only
CPPED1,DPYSL2,2365,1423,False,True,,0.33728567,wgcna_only
RPS27,SNX1,185,2302,False,True,,0.33728474,wgcna_only
HELZ,YIPF4,2545,311,False,True,,0.337284,wgcna_only
SEC62,SEPTIN7,709,1280,False,True,,0.3372831,wgcna_only
ARHGAP32,FIP1L1,1884,802,False,True,,0.3372819,wgcna_only
HLA-DQA1,MDN1,1105,1164,False,True,,0.33728063,wgcna_only
ATE1,FBH1,1754,1634,False,True,,0.33728024,wgcna_only
FOCAD,WAPL,1532,1702,False,True,,0.33728,wgcna_only
MACF1,TOP2B,71,562,False,True,,0.33727998,wgcna_only
CERT1,TRAPPC8,948,2596,False,True,,0.33727983,wgcna_only
PHIP,SRSF4,1153,52,False,True,,0.3372795,wgcna_only
PAK2,UBR5,750,1482,False,True,,0.33727863,wgcna_only
MACF1,SPEN,71,19,False,True,,0.33727762,wgcna_only
PIAS2,ZZEF1,2609,2442,False,True,,0.33727762,wgcna_only
PAFAH1B1,POC1B,2440,1992,False,True,,0.33727705,wgcna_only
HNRNPM,MOB1B,2653,812,False,True,,0.33727685,wgcna_only
DMTF1,GSK3B,1312,650,False,True,,0.33727673,wgcna_only
CD300A,TAF1,2549,2907,False,True,,0.3372761,wgcna_only
DDX6,KIF13B,1875,1428,False,True,,0.33727586,wgcna_only
EXOC6,RPL35,1718,1607,False,True,,0.3372746,wgcna_only
MNAT1,RPAP2,2179,130,False,True,,0.3372744,wgcna_only
NRDC,POGZ,94,181,False,True,,0.33727357,wgcna_only
ATRN,PPM1K,2724,832,False,True,,0.33727297,wgcna_only
CDC42BPB,LINC01473,2239,476,False,True,,0.33727276,wgcna_only
MDN1,PAK2,1164,750,False,True,,0.33727252,wgcna_only
RPL11,SLC38A10,38,2567,False,True,,0.3372723,wgcna_only
PCBP2,RPL7A,1954,1624,False,True,,0.3372721,wgcna_only
FOXN2,S100Z,338,951,False,True,,0.3372718,wgcna_only
FBXW11,TSPAN14,1039,1699,False,True,,0.33727127,wgcna_only
POLK,SIRPA,949,2721,False,True,,0.33727065,wgcna_only
GPATCH2,MTR,254,276,False,True,,0.3372706,wgcna_only
MOB1A,ZCCHC7,378,1546,False,True,,0.33727047,wgcna_only
BCAR3,VEZT,137,1998,False,True,,0.33727035,wgcna_only
HECTD1,RAP1GDS1,2143,842,False,True,,0.33727023,wgcna_only
TENT4A,WAPL,902,1702,False,True,,0.33726984,wgcna_only
TTBK2,USP7,2267,2356,False,True,,0.33726937,wgcna_only
SOAT1,UBR5,217,1482,False,True,,0.337269,wgcna_only
ARID4A,SERINC5,2175,958,False,True,,0.33726868,wgcna_only
LYPLAL1,WDR26,255,265,False,True,,0.33726868,wgcna_only
GALNT7,KIF13B,892,1428,False,True,,0.33726862,wgcna_only
MGMT,PPP2R5E,1761,2183,False,True,,0.3372677,wgcna_only
CDR2,KDM3B,2376,1007,False,True,,0.33726734,wgcna_only
ABCB7,OGT,2912,2908,False,True,,0.33726722,wgcna_only
TMEM106A,VWA8,2507,2072,False,True,,0.33726513,wgcna_only
ADIPOR2,KATNBL1,1892,2250,False,True,,0.33726466,wgcna_only
FBXO28,KLC1,264,2241,False,True,,0.3372641,wgcna_only
KDM2B,SEPTIN2,2035,540,False,True,,0.3372633,wgcna_only
AC245297.3,PDE7A,171,1458,False,True,,0.33726287,wgcna_only
PITPNB,ZC3HAV1,2839,1371,False,True,,0.33726224,wgcna_only
APC,CCNY,983,1663,False,True,,0.337262,wgcna_only
KLC1,NPLOC4,2241,2568,False,True,,0.33726192,wgcna_only
PPP2R5E,SGPP1,2183,2184,False,True,,0.33726177,wgcna_only
CBFA2T2,STK38L,2755,1926,False,True,,0.3372614,wgcna_only
FIG4,USP9X,1180,2892,False,True,,0.3372612,wgcna_only
NPEPPS,SCARB1,2518,2042,False,True,,0.33726102,wgcna_only
ATP2B1,ROCK2,1993,293,False,True,,0.3372605,wgcna_only
CDR2,GGNBP2,2376,2493,False,True,,0.33725977,wgcna_only
KHDRBS1,YLPM1,56,2200,False,True,,0.33725974,wgcna_only
MAP2K4,ZFYVE16,2457,959,False,True,,0.33725935,wgcna_only
TRA2B,VPS54,736,357,False,True,,0.3372589,wgcna_only
HECTD1,NDUFS1,2143,499,False,True,,0.3372588,wgcna_only
LSM14A,NSD3,2680,1431,False,True,,0.33725762,wgcna_only
RAB39A,ZMYND8,1861,2773,False,True,,0.33725762,wgcna_only
LCORL,MARS,779,1964,False,True,,0.3372572,wgcna_only
CDK19,ITGB5,1181,665,False,True,,0.33725607,wgcna_only
INTS6,MTR,2095,276,False,True,,0.33725607,wgcna_only
TM9SF4,YAF2,2752,1936,False,True,,0.33725592,wgcna_only
CHD6,SPI1,2770,1809,False,True,,0.3372554,wgcna_only
LPXN,TRAPPC10,1815,2822,False,True,,0.33725515,wgcna_only
NAGK,VEZT,372,1998,False,True,,0.337255,wgcna_only
FBXO34,SWAP70,2168,1776,False,True,,0.3372547,wgcna_only
GOLPH3,RPL17,914,2613,False,True,,0.33725446,wgcna_only
SRPK2,TXNDC11,1340,2361,False,True,,0.33725446,wgcna_only
BRAF,TSC22D1,1376,2075,False,True,,0.33725393,wgcna_only
KPNA3,WDR20,2089,2236,False,True,,0.33725366,wgcna_only
ABHD12,KPNA4,2748,707,False,True,,0.33725277,wgcna_only
LMBR1,ROCK1,1388,2589,False,True,,0.3372524,wgcna_only
HMGN3,YAF2,1154,1936,False,True,,0.33725217,wgcna_only
ANKHD1,SYT17,1012,2372,False,True,,0.33725202,wgcna_only
KIF13B,ZNF131,1428,922,False,True,,0.33725184,wgcna_only
SLC49A4,ZMYM6,662,62,False,True,,0.33725145,wgcna_only
ARAP1,EEA1,1834,1995,False,True,,0.33725116,wgcna_only
GLB1,GPR107,572,1616,False,True,,0.337251,wgcna_only
NAA15,RBM6,865,603,False,True,,0.3372503,wgcna_only
ARFIP1,RNF38,877,1545,False,True,,0.33724996,wgcna_only
ANKRD13C,KATNBL1,113,2250,False,True,,0.3372497,wgcna_only
DIPK1A,VWA8,133,2072,False,True,,0.3372497,wgcna_only
GABPB1-AS1,SLC38A10,2277,2567,False,True,,0.33724827,wgcna_only
HDAC8,PAPOLA,2909,2227,False,True,,0.3372478,wgcna_only
NOL10,SFSWAP,292,2044,False,True,,0.33724728,wgcna_only
CNBP,LCOR,673,1727,False,True,,0.3372471,wgcna_only
ARHGAP5,PPP4R1,2146,2582,False,True,,0.33724707,wgcna_only
ARIH1,STK38L,2320,1926,False,True,,0.33724698,wgcna_only
SLC23A2,TCF25,2729,2432,False,True,,0.3372456,wgcna_only
OSBPL8,RCOR3,1985,250,False,True,,0.3372453,wgcna_only
SYNRG,THRAP3,2496,68,False,True,,0.3372452,wgcna_only
AC009120.2,ZDHHC20,2415,2051,False,True,,0.33724383,wgcna_only
EEFSEC,MBTD1,671,2524,False,True,,0.33724365,wgcna_only
RHBDD1,USP48,517,30,False,True,,0.33724314,wgcna_only
ARPC1B,PRDX1,1329,84,False,True,,0.33724305,wgcna_only
CPLANE1,DLG1,918,752,False,True,,0.33724305,wgcna_only
DPP6,TPM3,1386,186,False,True,,0.33724248,wgcna_only
QSER1,TRPM7,1794,2279,False,True,,0.3372413,wgcna_only
ME2,TAF1,2614,2907,False,True,,0.33724102,wgcna_only
ARID2,BTBD1,1940,2333,False,True,,0.3372401,wgcna_only
AOPEP,TMEM106A,1570,2507,False,True,,0.33723962,wgcna_only
CBFB,TRRAP,2406,1327,False,True,,0.3372391,wgcna_only
GLB1,UBE2E3,572,473,False,True,,0.33723885,wgcna_only
PAK1,ZNF655,1844,1330,False,True,,0.33723852,wgcna_only
TRRAP,WIPF2,1327,2501,False,True,,0.33723846,wgcna_only
CPPED1,UBE2E1,2365,559,False,True,,0.33723807,wgcna_only
HERC2,TUBGCP3,2246,2128,False,True,,0.33723778,wgcna_only
BMPR1A,PPP2R5E,1703,2183,False,True,,0.33723754,wgcna_only
DOCK7,FGFR1OP2,105,1924,False,True,,0.3372359,wgcna_only
GALK2,PPM1L,2276,708,False,True,,0.33723587,wgcna_only
ACSL4,SEC24B,2919,853,False,True,,0.3372357,wgcna_only
JUN,LRRFIP2,101,576,False,True,,0.33723465,wgcna_only
KIAA0319L,POM121,65,1298,False,True,,0.3372339,wgcna_only
MTHFD1L,TRPC4AP,1222,2759,False,True,,0.33723378,wgcna_only
HECTD1,KLF3,2143,787,False,True,,0.33723322,wgcna_only
AATF,PTPRM,2494,2579,False,True,,0.337232,wgcna_only
BRWD3,PIAS2,2915,2609,False,True,,0.33723193,wgcna_only
ATXN7,SIK2,622,1868,False,True,,0.33723173,wgcna_only
BRD4,PPM1B,2665,330,False,True,,0.33723146,wgcna_only
KIF13B,SLC35F5,1428,408,False,True,,0.33723116,wgcna_only
RPS28,SP140L,2652,524,False,True,,0.33723006,wgcna_only
ATG16L2,PPP4R1,1835,2582,False,True,,0.3372299,wgcna_only
EMSY,MED27,1842,1622,False,True,,0.33722982,wgcna_only
PPP1R12B,VPS41,240,1282,False,True,,0.33722937,wgcna_only
CDC42BPB,KIAA2026,2239,1523,False,True,,0.33722916,wgcna_only
EIF3A,TAPT1,1748,776,False,True,,0.33722875,wgcna_only
KDM2B,RPL3,2035,2854,False,True,,0.3372286,wgcna_only
PARL,POLK,733,949,False,True,,0.33722857,wgcna_only
DHRSX,KIF13B,2870,1428,False,True,,0.3372284,wgcna_only
GLB1,PAG1,572,1468,False,True,,0.337228,wgcna_only
HDAC4,SPI1,536,1809,False,True,,0.3372276,wgcna_only
ASB3,MTR,341,276,False,True,,0.33722755,wgcna_only
CASD1,DIRC3,1321,510,False,True,,0.3372272,wgcna_only
PAFAH1B1,PHF11,2440,2088,False,True,,0.33722666,wgcna_only
HMGN3,RPS18,1154,1113,False,True,,0.3372251,wgcna_only
HS2ST1,SCLT1,125,863,False,True,,0.33722448,wgcna_only
NUDCD3,SLMAP,1286,619,False,True,,0.3372234,wgcna_only
MTR,OPHN1,276,2905,False,True,,0.3372232,wgcna_only
MACO1,MAPK1,42,2835,False,True,,0.33722222,wgcna_only
RGS7,TASP1,279,2737,False,True,,0.33722034,wgcna_only
ATE1,XRN1,1754,691,False,True,,0.3372202,wgcna_only
ARFGEF2,PRIM2,2775,1141,False,True,,0.33721963,wgcna_only
CASD1,MIA2,1321,2154,False,True,,0.33721843,wgcna_only
AL162414.1,IST1,1585,2414,False,True,,0.33721817,wgcna_only
FBXO28,FXR1,264,724,False,True,,0.33721808,wgcna_only
LCOR,PPM1B,1727,330,False,True,,0.33721787,wgcna_only
DAAM1,EIF1B-AS1,2176,582,False,True,,0.33721784,wgcna_only
ACIN1,USP48,2139,30,False,True,,0.33721668,wgcna_only
HELZ,TLE4,2545,1555,False,True,,0.3372164,wgcna_only
CNBP,SNAP23,673,2266,False,True,,0.3372158,wgcna_only
AMD1,MAGI3,1182,158,False,True,,0.33721554,wgcna_only
CDC73,SERINC5,233,958,False,True,,0.33721536,wgcna_only
ARIH1,PRIM2,2320,1141,False,True,,0.33721521,wgcna_only
SNX13,SWAP70,1261,1776,False,True,,0.33721504,wgcna_only
BRD4,SECISBP2L,2665,2275,False,True,,0.33721396,wgcna_only
CHD2,ZCCHC7,2343,1546,False,True,,0.33721378,wgcna_only
HECTD1,TTC14,2143,723,False,True,,0.33721352,wgcna_only
ATE1,MYOF,1754,1719,False,True,,0.33721238,wgcna_only
CLIP1,PURA,2037,1011,False,True,,0.33721238,wgcna_only
KIF13B,NARS2,1428,1848,False,True,,0.33721218,wgcna_only
KIAA2026,LINC00894,1523,2938,False,True,,0.33721095,wgcna_only
ATXN7,ROCK1,622,2589,False,True,,0.3372109,wgcna_only
DNAJB14,FGFR1OP2,844,1924,False,True,,0.33721066,wgcna_only
OSBPL11,STAM,667,1644,False,True,,0.3372102,wgcna_only
PTPN4,SYNRG,413,2496,False,True,,0.33720902,wgcna_only
GCA,GOLPH3,455,914,False,True,,0.33720812,wgcna_only
FBXW8,PSMA3-AS1,2029,2174,False,True,,0.33720753,wgcna_only
SCFD1,UGP2,2141,356,False,True,,0.33720747,wgcna_only
NCOA6,UBL3,2758,2059,False,True,,0.3372066,wgcna_only
ATXN7,VPS41,622,1282,False,True,,0.33720627,wgcna_only
ARID2,DERA,1940,1914,False,True,,0.33720577,wgcna_only
BABAM2,IPO9,306,239,False,True,,0.33720502,wgcna_only
CMSS1,TLK2,640,2534,False,True,,0.3372041,wgcna_only
NUMB,UIMC1,2198,1047,False,True,,0.33720407,wgcna_only
DCUN1D1,TRAPPC8,726,2596,False,True,,0.33720267,wgcna_only
ITGAV,WDR11,477,1753,False,True,,0.33720258,wgcna_only
EPHB2,NCOA7,35,1195,False,True,,0.33720118,wgcna_only
INTS6,KHDRBS1,2095,56,False,True,,0.33720112,wgcna_only
CDC73,TPT1,233,2077,False,True,,0.33719984,wgcna_only
CHFR,FUS,2046,2386,False,True,,0.33719936,wgcna_only
GLB1,PSMD1,572,527,False,True,,0.33719823,wgcna_only
HDAC8,PHF3,2909,1143,False,True,,0.33719617,wgcna_only
H3F3B,YWHAG,2553,1304,False,True,,0.3371954,wgcna_only
CBFB,EXOC2,2406,1059,False,True,,0.33719504,wgcna_only
NUMB,PIKFYVE,2198,503,False,True,,0.33719444,wgcna_only
CCNL1,NPEPPS,703,2518,False,True,,0.3371941,wgcna_only
PCCA,ST3GAL3,2117,80,False,True,,0.33719352,wgcna_only
EXOC2,STAU2,1059,1463,False,True,,0.337193,wgcna_only
GLB1,PAXBP1,572,2802,False,True,,0.33719197,wgcna_only
HLA-A,LNPEP,1091,975,False,True,,0.33719137,wgcna_only
CACUL1,SEC22A,1747,663,False,True,,0.3371912,wgcna_only
CLYBL,STT3B,2116,569,False,True,,0.3371908,wgcna_only
AKAP10,ARID2,2466,1940,False,True,,0.33719054,wgcna_only
FAM172A,MACO1,969,42,False,True,,0.33719024,wgcna_only
GRAMD1B,PPFIA1,1881,1832,False,True,,0.33719,wgcna_only
NUCKS1,PABPN1,245,2140,False,True,,0.3371894,wgcna_only
CDC14A,SPIRE1,140,2585,False,True,,0.33718923,wgcna_only
PHIP,XPO4,1153,2050,False,True,,0.3371891,wgcna_only
CBLB,FTO,643,2399,False,True,,0.33718902,wgcna_only
KIAA2026,NSD1,1523,1048,False,True,,0.33718872,wgcna_only
CLIP1,PPIP5K2,2037,978,False,True,,0.33718804,wgcna_only
ATR,GAK,692,758,False,True,,0.33718798,wgcna_only
DHRS3,TMEM106A,13,2507,False,True,,0.3371874,wgcna_only
TAPT1,TXNDC11,776,2361,False,True,,0.33718625,wgcna_only
GGNBP2,MOB3A,2493,2642,False,True,,0.3371862,wgcna_only
SREK1,USP48,940,30,False,True,,0.337186,wgcna_only
GAS7,SPEN,2456,19,False,True,,0.3371853,wgcna_only
PHIP,ZDHHC2,1153,1405,False,True,,0.3371853,wgcna_only
ASB3,EXT1,341,1492,False,True,,0.3371851,wgcna_only
ARPC3,WAPL,2020,1702,False,True,,0.337185,wgcna_only
DYRK1A,FBXO34,2813,2168,False,True,,0.33718356,wgcna_only
ATG5,SLC38A9,1173,931,False,True,,0.3371831,wgcna_only
TIAM2,WAPL,1228,1702,False,True,,0.33718303,wgcna_only
HECTD1,UHRF2,2143,1524,False,True,,0.3371829,wgcna_only
HLA-A,STAT5B,1091,2504,False,True,,0.3371826,wgcna_only
GLB1,NBDY,572,2900,False,True,,0.33718246,wgcna_only
AFF4,NPLOC4,1001,2568,False,True,,0.3371819,wgcna_only
KIAA0319L,STAM2,65,442,False,True,,0.3371809,wgcna_only
COP1,SLC30A7,213,141,False,True,,0.3371807,wgcna_only
NUP160,POLA1,1812,2886,False,True,,0.33718067,wgcna_only
CUL3,MAP2K1,515,2309,False,True,,0.33718058,wgcna_only
KIAA0319L,WDR59,65,2417,False,True,,0.3371804,wgcna_only
DIPK1A,HLA-DPA1,133,1111,False,True,,0.33718023,wgcna_only
DDX6,MAPK1,1875,2835,False,True,,0.33717957,wgcna_only
CEPT1,SCFD1,150,2141,False,True,,0.33717906,wgcna_only
AC011933.4,TLK2,2551,2534,False,True,,0.337179,wgcna_only
ATXN7,PCCA,622,2117,False,True,,0.3371788,wgcna_only
MAP2K4,REV3L,2457,1184,False,True,,0.3371783,wgcna_only
PCCA,RALY,2117,2756,False,True,,0.3371775,wgcna_only
ZNF33A,ZNF91,1664,2677,False,True,,0.3371772,wgcna_only
ADAM17,RPRD2,290,175,False,True,,0.33717704,wgcna_only
MNAT1,SLF2,2179,1729,False,True,,0.33717674,wgcna_only
FBXO34,LIPA,2168,1708,False,True,,0.3371752,wgcna_only
FGD3,STX8,1568,2455,False,True,,0.33717436,wgcna_only
FLOT2,ZRANB2,2474,114,False,True,,0.33717427,wgcna_only
ITFG1,LONP2,2389,2391,False,True,,0.33717367,wgcna_only
NFATC3,OPA1,2407,745,False,True,,0.33717346,wgcna_only
CUL3,MTHFD1L,515,1222,False,True,,0.33717334,wgcna_only
KIF13B,WRN,1428,1430,False,True,,0.3371732,wgcna_only
FAM193B,TRPC4AP,1049,2759,False,True,,0.33717215,wgcna_only
DNM2,HELZ,2659,2545,False,True,,0.3371717,wgcna_only
AMD1,CLIP1,1182,2037,False,True,,0.33717167,wgcna_only
DOP1B,HELZ,2809,2545,False,True,,0.33717164,wgcna_only
CDC73,RPL21,233,2057,False,True,,0.33717123,wgcna_only
CD2AP,TRPM7,1136,2279,False,True,,0.3371701,wgcna_only
ARID2,PCF11,1940,1850,False,True,,0.33716968,wgcna_only
TDRD3,USP48,2098,30,False,True,,0.3371688,wgcna_only
FBXW11,SLMAP,1039,619,False,True,,0.33716843,wgcna_only
SMAD3,YTHDF3,2310,1457,False,True,,0.337168,wgcna_only
AKAP7,PHKB,1199,2390,False,True,,0.33716774,wgcna_only
FRS2,RNF38,1979,1545,False,True,,0.33716765,wgcna_only
RPL5,WDR11,132,1753,False,True,,0.33716717,wgcna_only
CLCN3,MICU3,891,1404,False,True,,0.33716673,wgcna_only
GPBP1L1,NFIA,85,103,False,True,,0.33716613,wgcna_only
FAM172A,XRN1,969,691,False,True,,0.33716547,wgcna_only
HDAC8,KLHL8,2909,827,False,True,,0.33716547,wgcna_only
EXOC6,ME2,1718,2614,False,True,,0.33716545,wgcna_only
RBM5,RDX,604,1865,False,True,,0.33716482,wgcna_only
IFNAR1,MKLN1,2805,1366,False,True,,0.33716473,wgcna_only
LCOR,TXNDC11,1727,2361,False,True,,0.33716452,wgcna_only
ICE2,KIAA0319L,2295,65,False,True,,0.33716333,wgcna_only
DDX46,POLK,1004,949,False,True,,0.3371631,wgcna_only
F13A1,HSD17B4,1069,990,False,True,,0.33716193,wgcna_only
PIKFYVE,SLMAP,503,619,False,True,,0.3371619,wgcna_only
FAM172A,TBK1,969,1970,False,True,,0.33716145,wgcna_only
RPL10,TPM3,2941,186,False,True,,0.3371609,wgcna_only
CDC73,DOP1A,233,1158,False,True,,0.3371604,wgcna_only
KHDRBS1,RUBCN,56,753,False,True,,0.33715898,wgcna_only
DIDO1,SCP2,2787,97,False,True,,0.33715886,wgcna_only
KIAA2026,SIPA1L3,1523,2688,False,True,,0.33715782,wgcna_only
CWF19L2,ROCK1,1860,2589,False,True,,0.3371576,wgcna_only
AHI1,ATR,1204,692,False,True,,0.33715707,wgcna_only
HECTD1,ZC3H14,2143,2213,False,True,,0.33715668,wgcna_only
ANKHD1,TENT4A,1012,902,False,True,,0.3371563,wgcna_only
GGNBP2,SRSF5,2493,2193,False,True,,0.3371561,wgcna_only
ARHGAP4,RPS6KA1,2939,44,False,True,,0.33715442,wgcna_only
ITFG1,RSF1,2389,1845,False,True,,0.33715424,wgcna_only
CASD1,HERC2,1321,2246,False,True,,0.33715296,wgcna_only
EYA3,SLX4IP,48,2735,False,True,,0.3371525,wgcna_only
MAPK1,TM2D1,2835,104,False,True,,0.33715227,wgcna_only
CYLD,ITGB5,2395,665,False,True,,0.33715206,wgcna_only
PRKRIP1,TRPM7,1336,2279,False,True,,0.33715156,wgcna_only
SPOP,TRPC4AP,2521,2759,False,True,,0.33715132,wgcna_only
ARIH1,NAA15,2320,865,False,True,,0.3371511,wgcna_only
COTL1,HS2ST1,2423,125,False,True,,0.33715034,wgcna_only
VPS39,WWOX,2262,2419,False,True,,0.3371499,wgcna_only
BRD4,CBFA2T2,2665,2755,False,True,,0.33714917,wgcna_only
EIF3E,RCOR1,1488,2237,False,True,,0.33714902,wgcna_only
CLIP1,NRP2,2037,497,False,True,,0.33714727,wgcna_only
RABGEF1,SEPTIN2,1295,540,False,True,,0.33714727,wgcna_only
EXOC6,RPS25,1718,1876,False,True,,0.3371467,wgcna_only
ATE1,ELP4,1754,1793,False,True,,0.33714646,wgcna_only
SOAT1,SUPT20H,217,2068,False,True,,0.33714613,wgcna_only
GALK2,HNRNPA3,2276,469,False,True,,0.33714515,wgcna_only
BRI3,CMTM6,1326,571,False,True,,0.3371447,wgcna_only
CST3,GANC,2744,2264,False,True,,0.3371445,wgcna_only
DYRK1A,NPEPPS,2813,2518,False,True,,0.33714446,wgcna_only
COPB1,TRAF3,1784,2238,False,True,,0.33714402,wgcna_only
HMGA1P4,LRRFIP2,1614,576,False,True,,0.33714363,wgcna_only
CDR2,PDE7A,2376,1458,False,True,,0.33714333,wgcna_only
DEK,SAMD9L,1083,1319,False,True,,0.33714253,wgcna_only
FNDC3A,SEC24B,2087,853,False,True,,0.33714214,wgcna_only
FOXK2,SMARCC1,2571,596,False,True,,0.3371419,wgcna_only
DYNC1H1,ZNF292,2234,1161,False,True,,0.33714163,wgcna_only
KCMF1,RPL10,384,2941,False,True,,0.33714128,wgcna_only
MORF4L1,ROCK2,2330,293,False,True,,0.33714062,wgcna_only
AP2A2,FIG4,1764,1180,False,True,,0.3371403,wgcna_only
COP1,OCIAD1,213,800,False,True,,0.3371396,wgcna_only
FAM172A,SLC10A7,969,873,False,True,,0.33713815,wgcna_only
EXOC4,ZNF254,1368,2678,False,True,,0.33713806,wgcna_only
IRF2,PLCB2,897,2257,False,True,,0.33713672,wgcna_only
ATP11B,WTAP,725,1235,False,True,,0.3371365,wgcna_only
CDC27,ZNF518A,2516,1723,False,True,,0.3371354,wgcna_only
ARHGEF2,ARPC2,193,511,False,True,,0.3371339,wgcna_only
EXOC5,VPS41,2172,1282,False,True,,0.3371335,wgcna_only
FBXW11,SLC10A7,1039,873,False,True,,0.3371334,wgcna_only
CEP85L,REPS1,1189,1209,False,True,,0.33713314,wgcna_only
REPS1,SYNE1,1209,1224,False,True,,0.33713314,wgcna_only
KPNA3,PARL,2089,733,False,True,,0.33713207,wgcna_only
PTPN4,TRANK1,413,575,False,True,,0.3371305,wgcna_only
LCORL,PTMA,779,528,False,True,,0.33713028,wgcna_only
KIAA0319L,NBEAL1,65,492,False,True,,0.33713016,wgcna_only
STAT6,ZDHHC20,1961,2051,False,True,,0.33712962,wgcna_only
MPHOSPH8,VPS39,2047,2262,False,True,,0.33712912,wgcna_only
CPSF6,ZNF33A,1978,1664,False,True,,0.33712825,wgcna_only
MAP3K1,RPS15,933,2641,False,True,,0.33712763,wgcna_only
KPNA3,OSTF1,2089,1554,False,True,,0.33712748,wgcna_only
RPS6KC1,TRERF1,253,1129,False,True,,0.33712745,wgcna_only
CASK,TMEM245,2894,1582,False,True,,0.3371271,wgcna_only
RC3H2,TACC1,1601,1432,False,True,,0.33712688,wgcna_only
PRDM2,RSF1,14,1845,False,True,,0.33712682,wgcna_only
SAFB,SLMAP,2648,619,False,True,,0.33712643,wgcna_only
CEPT1,HECTD1,150,2143,False,True,,0.33712533,wgcna_only
TTC7B,YTHDC1,2216,810,False,True,,0.3371248,wgcna_only
PARP4,TBC1D2B,2054,2328,False,True,,0.33712277,wgcna_only
CD46,KIAA2026,247,1523,False,True,,0.3371227,wgcna_only
PAK2,TPM3,750,186,False,True,,0.3371217,wgcna_only
DPP6,TM9SF2,1386,2115,False,True,,0.33712128,wgcna_only
EPC2,LINC02328,438,2212,False,True,,0.337121,wgcna_only
ACSL4,KIF13B,2919,1428,False,True,,0.33712053,wgcna_only
LPXN,SNX24,1815,992,False,True,,0.3371205,wgcna_only
AGO4,FAM172A,66,969,False,True,,0.33712006,wgcna_only
SEC63,SFSWAP,1175,2044,False,True,,0.33711985,wgcna_only
SPEN,SPG7,19,2430,False,True,,0.33711964,wgcna_only
AF117829.1,POLK,1471,949,False,True,,0.33711916,wgcna_only
BABAM2,WASL,306,1357,False,True,,0.33711866,wgcna_only
LRRFIP1,PTP4A2,534,55,False,True,,0.3371184,wgcna_only
SUFU,TAF15,1735,2489,False,True,,0.337118,wgcna_only
FASTKD1,STXBP3,457,145,False,True,,0.33711773,wgcna_only
NUMB,SAFB,2198,2648,False,True,,0.33711764,wgcna_only
TMEM131,UBA6,393,809,False,True,,0.33711758,wgcna_only
ERC1,PPP1R21,1891,339,False,True,,0.3371163,wgcna_only
