target,latent_dimension,mean_coefficient,std_coefficient,mean_abs_coefficient,fold_1_coef,fold_2_coef,fold_3_coef,fold_4_coef,fold_5_coef
percent GFAP positive area_Grey matter,z_124,0.0007869035,0.0018274066,0.0016039133,0.003679879,0.0004433468,-0.0015372597,0.0018538162,-0.00050526485
percent GFAP positive area_Grey matter,z_2,-0.0015642218,0.0009888872,0.0015642218,-0.0035168752,-0.0011239126,-0.00077990815,-0.0012362599,-0.0011641532
percent GFAP positive area_Grey matter,z_65,-0.00083440915,0.0014728835,0.0015166111,-0.00030179322,0.001705505,-0.0012490414,-0.0017117187,-0.0026149973
percent GFAP positive area_Grey matter,z_66,0.00044608413,0.0017613996,0.001464206,0.0035306886,0.00058115274,-0.0011629555,0.000663884,-0.0013823491
percent GFAP positive area_Grey matter,z_61,0.00027948356,0.0017142134,0.001356421,0.00047709048,0.0033341274,0.00027854368,-0.0012097359,-0.0014826078
percent GFAP positive area_Grey matter,z_111,1.619719e-05,0.0015705029,0.0013355348,0.002144836,-0.0025236234,-0.0007747207,0.0006528273,0.0005816668
percent GFAP positive area_Grey matter,z_46,0.0012965187,0.0010081669,0.0012965187,0.00041739643,0.0021904185,0.0004324913,0.0028172582,0.0006250292
percent GFAP positive area_Grey matter,z_96,0.00061179773,0.0012857377,0.001108887,0.0026773885,0.0011247993,-0.0012427233,0.00038088113,0.000118643045
percent GFAP positive area_Grey matter,z_72,-0.00032467433,0.0010371172,0.0010207671,-0.0008073747,-0.0013357773,-0.0012204517,0.00038779527,0.0013524368
percent GFAP positive area_Grey matter,z_89,0.00075721217,0.0011288702,0.0009576082,0.0022028685,4.339218e-05,0.0020407904,-0.00046700984,-3.3980235e-05
percent GFAP positive area_Grey matter,z_73,-0.00014836267,0.0005585322,0.00051785336,-0.00016760081,-0.00081593543,-0.0006820038,0.0002566278,0.0006670989
