study,sample,guide_id,target_id,target_class,n_cells,total_counts
GSE311359,S6,MARCHF1_sig_e2_g8,MARCHF1_sig_e2,other,19,86783
GSE311359,S6,MARCHF1_sig_e2_g9,MARCHF1_sig_e2,other,14,61896
GSE311359,S6,MARCHF1_sig_e2_g10,MARCHF1_sig_e2,other,11,39133
GSE311359,S6,MARCHF1_sig_e2_g11,MARCHF1_sig_e2,other,15,59568
GSE311359,S6,MARCHF1_sig_e2_g12,MARCHF1_sig_e2,other,19,86814
GSE311359,S6,IRF5_sig_e1_g1,IRF5_sig_e1,other,33,138879
GSE311359,S6,IRF5_sig_e1_g2,IRF5_sig_e1,other,26,115959
GSE311359,S6,IRF5_sig_e1_g3,IRF5_sig_e1,other,16,59635
GSE311359,S6,IRF5_sig_e1_g4,IRF5_sig_e1,other,1,4430
GSE311359,S6,IRF5_sig_e1_g5,IRF5_sig_e1,other,6,28773
GSE311359,S6,IRF5_sig_e1_g6,IRF5_sig_e1,other,5,18380
GSE311359,S6,IRF5_sig_e1_g7,IRF5_sig_e1,other,14,60416
GSE311359,S6,IRF5_sig_e1_g8,IRF5_sig_e1,other,4,17395
GSE311359,S6,IRF5_sig_e1_g9,IRF5_sig_e1,other,3,12865
GSE311359,S6,IRF5_sig_e1_g10,IRF5_sig_e1,other,11,55709
GSE311359,S6,SLC25A19_sig_e1_g1,SLC25A19_sig_e1,other,18,70998
GSE311359,S6,SLC25A19_sig_e1_g2,SLC25A19_sig_e1,other,8,28638
GSE311359,S6,SLC25A19_sig_e1_g3,SLC25A19_sig_e1,other,16,67676
GSE311359,S6,SLC25A19_sig_e1_g5,SLC25A19_sig_e1,other,6,27169
GSE311359,S6,SLC25A19_sig_e2_g1,SLC25A19_sig_e2,other,2,7270
GSE311359,S6,SLC25A19_sig_e2_g2,SLC25A19_sig_e2,other,8,29269
GSE311359,S6,SLC25A19_sig_e2_g3,SLC25A19_sig_e2,other,11,47663
GSE311359,S6,SLC25A19_sig_e2_g4,SLC25A19_sig_e2,other,5,22227
GSE311359,S6,SLC25A19_sig_e2_g5,SLC25A19_sig_e2,other,20,86232
GSE311359,S6,SLC25A19_sig_e3_g1,SLC25A19_sig_e3,other,11,45263
GSE311359,S6,SLC25A19_sig_e3_g2,SLC25A19_sig_e3,other,4,18132
GSE311359,S6,SLC25A19_sig_e3_g3,SLC25A19_sig_e3,other,17,70818
GSE311359,S6,SLC25A19_sig_e3_g4,SLC25A19_sig_e3,other,22,85668
GSE311359,S6,SLC25A19_sig_e3_g5,SLC25A19_sig_e3,other,4,16197
GSE311359,S6,SLC25A19_sig_e4_g1,SLC25A19_sig_e4,other,11,44747
GSE311359,S6,SLC25A19_sig_e4_g2,SLC25A19_sig_e4,other,10,44574
GSE311359,S6,SLC25A19_sig_e4_g3,SLC25A19_sig_e4,other,17,63450
GSE311359,S6,SLC25A19_sig_e4_g4,SLC25A19_sig_e4,other,13,49776
GSE311359,S6,SLC25A19_sig_e4_g5,SLC25A19_sig_e4,other,1,4558
GSE311359,S6,SLC25A19_sig_e4_g6,SLC25A19_sig_e4,other,39,162724
GSE311359,S6,SLC25A19_sig_e4_g7,SLC25A19_sig_e4,other,3,18215
GSE311359,S6,SLC25A19_sig_e4_g8,SLC25A19_sig_e4,other,14,67628
GSE311359,S6,SLC25A19_sig_e4_g9,SLC25A19_sig_e4,other,8,36044
GSE311359,S6,SLC25A19_sig_e4_g10,SLC25A19_sig_e4,other,7,35130
GSE311359,S6,SLC25A19_sig_e4_g11,SLC25A19_sig_e4,other,13,59770
GSE311359,S6,SLC25A19_sig_e4_g12,SLC25A19_sig_e4,other,12,51464
GSE311359,S6,SLC25A19_sig_e4_g13,SLC25A19_sig_e4,other,14,58945
GSE311359,S6,SLC25A19_sig_e4_g14,SLC25A19_sig_e4,other,18,82744
GSE311359,S6,SLC25A19_sig_e4_g15,SLC25A19_sig_e4,other,5,23703
GSE311359,S6,SLC25A19_sig_e4_g16,SLC25A19_sig_e4,other,13,46650
GSE311359,S6,SLC25A19_sig_e4_g17,SLC25A19_sig_e4,other,9,36443
GSE311359,S6,SLC25A19_sig_e4_g18,SLC25A19_sig_e4,other,4,14888
GSE311359,S6,SLC25A19_sig_e4_g19,SLC25A19_sig_e4,other,3,20957
GSE311359,S6,SLC25A19_sig_e4_g20,SLC25A19_sig_e4,other,11,44558
GSE311359,S6,SLC25A19_sig_e5_g1,SLC25A19_sig_e5,other,10,35912
GSE311359,S6,SLC25A19_sig_e5_g2,SLC25A19_sig_e5,other,24,99485
GSE311359,S6,SLC25A19_sig_e5_g3,SLC25A19_sig_e5,other,6,23172
GSE311359,S6,SLC25A19_sig_e5_g4,SLC25A19_sig_e5,other,10,47655
GSE311359,S6,SLC25A19_sig_e5_g5,SLC25A19_sig_e5,other,1,5418
GSE311359,S6,SLC25A19_sig_e6_g1,SLC25A19_sig_e6,other,12,46322
GSE311359,S6,SLC25A19_sig_e6_g2,SLC25A19_sig_e6,other,10,51020
GSE311359,S6,SLC25A19_sig_e6_g3,SLC25A19_sig_e6,other,21,88464
GSE311359,S6,SLC25A19_sig_e6_g5,SLC25A19_sig_e6,other,7,24828
GSE311359,S6,SLC25A19_sig_e7_g1,SLC25A19_sig_e7,other,30,129708
GSE311359,S6,SLC25A19_sig_e7_g2,SLC25A19_sig_e7,other,3,8978
GSE311359,S6,SLC25A19_sig_e7_g3,SLC25A19_sig_e7,other,10,44416
GSE311359,S6,SLC25A19_sig_e7_g4,SLC25A19_sig_e7,other,1,5572
GSE311359,S6,IFNGR1_sig_e1_g1,IFNGR1_sig_e1,other,5,22376
GSE311359,S6,IFNGR1_sig_e1_g2,IFNGR1_sig_e1,other,6,23322
GSE311359,S6,IFNGR1_sig_e1_g3,IFNGR1_sig_e1,other,14,54101
GSE311359,S6,IFNGR1_sig_e1_g4,IFNGR1_sig_e1,other,12,49166
GSE311359,S6,IFNGR1_sig_e1_g5,IFNGR1_sig_e1,other,5,22521
GSE311359,S6,IFNGR1_sig_e2_g1,IFNGR1_sig_e2,other,2,8138
GSE311359,S6,IFNGR1_sig_e2_g2,IFNGR1_sig_e2,other,26,109256
GSE311359,S6,IFNGR1_sig_e2_g3,IFNGR1_sig_e2,other,17,66465
GSE311359,S6,IFNGR1_sig_e2_g4,IFNGR1_sig_e2,other,21,85019
GSE311359,S6,IFNGR1_sig_e3_g1,IFNGR1_sig_e3,other,11,47217
GSE311359,S6,IFNGR1_sig_e3_g2,IFNGR1_sig_e3,other,11,44629
GSE311359,S6,IFNGR1_sig_e3_g3,IFNGR1_sig_e3,other,10,44038
GSE311359,S6,IFNGR1_sig_e3_g4,IFNGR1_sig_e3,other,5,19487
GSE311359,S6,IFNGR1_sig_e3_g5,IFNGR1_sig_e3,other,10,43372
GSE311359,S6,IFNGR1_sig_e3_g7,IFNGR1_sig_e3,other,8,35201
GSE311359,S6,IFNGR1_sig_e4_g1,IFNGR1_sig_e4,other,15,61885
GSE311359,S6,IFNGR1_sig_e4_g2,IFNGR1_sig_e4,other,13,50965
GSE311359,S6,IFNGR1_sig_e4_g3,IFNGR1_sig_e4,other,20,85491
GSE311359,S6,IFNGR1_sig_e4_g4,IFNGR1_sig_e4,other,17,66935
GSE311359,S6,IFNGR1_sig_e4_g5,IFNGR1_sig_e4,other,16,68720
GSE311359,S6,IFNGR1_sig_e4_g6,IFNGR1_sig_e4,other,39,160935
GSE311359,S6,IFNGR1_sig_e4_g7,IFNGR1_sig_e4,other,6,24158
GSE311359,S6,IFNGR1_sig_e4_g8,IFNGR1_sig_e4,other,8,35374
GSE311359,S6,IFNGR1_sig_e4_g9,IFNGR1_sig_e4,other,6,30529
GSE311359,S6,IFNGR1_sig_e5_g1,IFNGR1_sig_e5,other,7,33527
GSE311359,S6,IFNGR1_sig_e5_g2,IFNGR1_sig_e5,other,7,31823
GSE311359,S6,IFNGR1_sig_e5_g3,IFNGR1_sig_e5,other,16,51398
GSE311359,S6,IFNGR1_sig_e6_g1,IFNGR1_sig_e6,other,7,27108
GSE311359,S6,IFNGR1_sig_e6_g2,IFNGR1_sig_e6,other,14,59806
GSE311359,S6,IFNGR1_sig_e6_g3,IFNGR1_sig_e6,other,8,26479
GSE311359,S6,IFNGR1_sig_e6_g4,IFNGR1_sig_e6,other,7,28759
GSE311359,S6,IFNGR1_sig_e6_g5,IFNGR1_sig_e6,other,7,30598
GSE311359,S6,IFNGR1_sig_e7_g1,IFNGR1_sig_e7,other,11,45258
GSE311359,S6,IFNGR1_sig_e7_g2,IFNGR1_sig_e7,other,4,13572
GSE311359,S6,IFNGR1_sig_e7_g3,IFNGR1_sig_e7,other,2,7276
GSE311359,S6,C3_sig_e1_g1,C3_sig_e1,other,4,34200
GSE311359,S6,C3_sig_e1_g2,C3_sig_e1,other,19,89887
GSE311359,S6,C3_sig_e1_g4,C3_sig_e1,other,8,32542
GSE311359,S6,C3_sig_e1_g5,C3_sig_e1,other,5,22197
GSE311359,S6,C3_sig_e2_g1,C3_sig_e2,other,14,56125
GSE311359,S6,C3_sig_e2_g2,C3_sig_e2,other,5,21691
GSE311359,S6,C3_sig_e2_g3,C3_sig_e2,other,9,43869
GSE311359,S6,C3_sig_e2_g4,C3_sig_e2,other,10,41806
GSE311359,S6,C3_sig_e2_g5,C3_sig_e2,other,10,45525
GSE311359,S6,C3_sig_e2_g6,C3_sig_e2,other,11,42392
GSE311359,S6,C3_sig_e2_g7,C3_sig_e2,other,12,57054
GSE311359,S6,C3_sig_e2_g8,C3_sig_e2,other,7,25098
GSE311359,S6,C3_sig_e2_g10,C3_sig_e2,other,7,29668
GSE311359,S6,C3_sig_e2_g11,C3_sig_e2,other,6,30458
GSE311359,S6,C3_sig_e2_g12,C3_sig_e2,other,5,17664
GSE311359,S6,CD86_sig_e1_g1,CD86_sig_e1,other,5,28496
GSE311359,S6,CD86_sig_e1_g2,CD86_sig_e1,other,11,46967
GSE311359,S6,CD86_sig_e1_g3,CD86_sig_e1,other,6,24295
GSE311359,S6,CD86_sig_e1_g5,CD86_sig_e1,other,25,111068
GSE311359,S6,CD86_sig_e1_g6,CD86_sig_e1,other,2,7148
GSE311359,S6,CD86_sig_e1_g7,CD86_sig_e1,other,33,132931
GSE311359,S6,CD86_sig_e1_g8,CD86_sig_e1,other,14,44930
GSE311359,S6,CD86_sig_e1_g9,CD86_sig_e1,other,3,15974
GSE311359,S6,CD86_sig_e1_g10,CD86_sig_e1,other,27,118558
GSE311359,S6,CD86_sig_e2_g1,CD86_sig_e2,other,22,105731
GSE311359,S6,CD86_sig_e2_g2,CD86_sig_e2,other,3,11576
GSE311359,S6,CD86_sig_e2_g3,CD86_sig_e2,other,5,23869
GSE311359,S6,non-targeting_00000,non-targeting_00000,non_targeting_control,14,59997
GSE311359,S6,non-targeting_00002,non-targeting_00002,non_targeting_control,7,18453
GSE311359,S6,non-targeting_00003,non-targeting_00003,non_targeting_control,15,63459
GSE311359,S6,non-targeting_00004,non-targeting_00004,non_targeting_control,4,13655
GSE311359,S6,non-targeting_00005,non-targeting_00005,non_targeting_control,18,73238
GSE311359,S6,non-targeting_00007,non-targeting_00007,non_targeting_control,20,81507
GSE311359,S6,non-targeting_00008,non-targeting_00008,non_targeting_control,20,77904
GSE311359,S6,non-targeting_00009,non-targeting_00009,non_targeting_control,2,10802
GSE311359,S6,non-targeting_00010,non-targeting_00010,non_targeting_control,3,13142
GSE311359,S6,non-targeting_00012,non-targeting_00012,non_targeting_control,6,25189
GSE311359,S6,non-targeting_00013,non-targeting_00013,non_targeting_control,8,34789
GSE311359,S6,non-targeting_00014,non-targeting_00014,non_targeting_control,7,28687
GSE311359,S6,non-targeting_00016,non-targeting_00016,non_targeting_control,5,18325
GSE311359,S6,ELMO1_tss_g4,ELMO1_tss,tss_cis_element,16,68634
GSE311359,S6,BIN1_tss_g1,BIN1_tss,tss_cis_element,8,45894
GSE311359,S6,BIN1_tss_g2,BIN1_tss,tss_cis_element,2,9430
GSE311359,S6,BIN1,BIN1,other,32,0
GSE311359,S6,BIN1,BIN1,other,32,0
GSE311359,S6,BIN1,BIN1,other,32,164916
GSE311359,S7,ELMO1_tss_g1,ELMO1_tss,tss_cis_element,5,19963
GSE311359,S7,ELMO1_tss_g2,ELMO1_tss,tss_cis_element,1,3529
GSE311359,S7,ELMO1_tss_g3,ELMO1_tss,tss_cis_element,19,65288
GSE311359,S7,MERTK_tss_g1,MERTK_tss,tss_cis_element,12,52755
GSE311359,S7,MERTK_tss_g2,MERTK_tss,tss_cis_element,10,34646
GSE311359,S7,MERTK_tss_g3,MERTK_tss,tss_cis_element,10,31981
GSE311359,S7,MAF_tss_g1,MAF_tss,tss_cis_element,3,8876
GSE311359,S7,MAF_tss_g2,MAF_tss,tss_cis_element,10,38393
GSE311359,S7,MAF_tss_g3,MAF_tss,tss_cis_element,4,11346
GSE311359,S7,SLC25A19_tss_g1,SLC25A19_tss,tss_cis_element,7,24426
GSE311359,S7,SLC25A19_tss_g2,SLC25A19_tss,tss_cis_element,7,21329
GSE311359,S7,SLC25A19_tss_g3,SLC25A19_tss,tss_cis_element,5,28161
GSE311359,S7,MARCHF1_tss_g2,MARCHF1_tss,tss_cis_element,1,599
GSE311359,S7,MARCHF1_tss_g3,MARCHF1_tss,tss_cis_element,8,25543
GSE311359,S7,IRF5_tss_g1,IRF5_tss,tss_cis_element,11,39447
GSE311359,S7,IRF5_tss_g2,IRF5_tss,tss_cis_element,4,22250
GSE311359,S7,IRF5_tss_g3,IRF5_tss,tss_cis_element,11,45180
GSE311359,S7,IFNGR1_tss_g1,IFNGR1_tss,tss_cis_element,5,16230
GSE311359,S7,IFNGR1_tss_g2,IFNGR1_tss,tss_cis_element,9,46614
GSE311359,S7,C3_tss_g2,C3_tss,tss_cis_element,5,26064
GSE311359,S7,C3_tss_g3,C3_tss,tss_cis_element,27,90725
GSE311359,S7,CD86_tss_g1,CD86_tss,tss_cis_element,30,124656
GSE311359,S7,CD86_tss_g2,CD86_tss,tss_cis_element,5,17906
GSE311359,S7,ELMO1_nsig_e1_g2,ELMO1_nsig_e1,other,4,18078
GSE311359,S7,ELMO1_nsig_e1_g3,ELMO1_nsig_e1,other,11,36206
GSE311359,S7,ELMO1_nsig_e1_g4,ELMO1_nsig_e1,other,8,25906
GSE311359,S7,ELMO1_nsig_e1_g5,ELMO1_nsig_e1,other,2,8993
GSE311359,S7,ELMO1_nsig_e2_g1,ELMO1_nsig_e2,other,22,79545
GSE311359,S7,ELMO1_nsig_e2_g3,ELMO1_nsig_e2,other,8,37172
GSE311359,S7,ELMO1_nsig_e2_g5,ELMO1_nsig_e2,other,12,49083
GSE311359,S7,ELMO1_nsig_e3_g2,ELMO1_nsig_e3,other,18,72446
GSE311359,S7,ELMO1_nsig_e3_g4,ELMO1_nsig_e3,other,12,47197
GSE311359,S7,ELMO1_nsig_e3_g5,ELMO1_nsig_e3,other,16,65344
GSE311359,S7,ELMO1_nsig_gwas_g1,ELMO1_nsig_gwas,other,6,25020
GSE311359,S7,ELMO1_nsig_gwas_g2,ELMO1_nsig_gwas,other,5,21161
GSE311359,S7,ELMO1_nsig_gwas_g3,ELMO1_nsig_gwas,other,7,36128
GSE311359,S7,ELMO1_nsig_gwas_g4,ELMO1_nsig_gwas,other,9,43608
GSE311359,S7,ELMO1_nsig_gwas_g5,ELMO1_nsig_gwas,other,12,52484
GSE311359,S7,MERTK_nsig_e1_g1,MERTK_nsig_e1,other,8,33477
GSE311359,S7,MERTK_nsig_e1_g2,MERTK_nsig_e1,other,12,40459
GSE311359,S7,MERTK_nsig_e1_g3,MERTK_nsig_e1,other,5,14382
GSE311359,S7,MERTK_nsig_e1_g4,MERTK_nsig_e1,other,28,116498
GSE311359,S7,MERTK_nsig_e1_g5,MERTK_nsig_e1,other,15,53693
GSE311359,S7,MERTK_nsig_e2_g1,MERTK_nsig_e2,other,25,105907
GSE311359,S7,MERTK_nsig_e2_g2,MERTK_nsig_e2,other,7,38082
GSE311359,S7,MERTK_nsig_e2_g3,MERTK_nsig_e2,other,3,9031
GSE311359,S7,MERTK_nsig_e2_g4,MERTK_nsig_e2,other,6,34232
GSE311359,S7,MERTK_nsig_e2_g5,MERTK_nsig_e2,other,17,67033
GSE311359,S7,MERTK_nsig_e2_g6,MERTK_nsig_e2,other,10,54826
GSE311359,S7,MERTK_nsig_e2_g7,MERTK_nsig_e2,other,11,61595
GSE311359,S7,MERTK_nsig_e2_g8,MERTK_nsig_e2,other,2,10667
GSE311359,S7,MERTK_nsig_e3_g1,MERTK_nsig_e3,other,11,38522
GSE311359,S7,MERTK_nsig_e3_g3,MERTK_nsig_e3,other,21,86300
GSE311359,S7,MERTK_nsig_e3_g4,MERTK_nsig_e3,other,7,25300
GSE311359,S7,MERTK_nsig_e3_g5,MERTK_nsig_e3,other,12,52178
GSE311359,S7,MERTK_nsig_e4_g1,MERTK_nsig_e4,other,5,17163
GSE311359,S7,MERTK_nsig_e4_g2,MERTK_nsig_e4,other,13,54828
GSE311359,S7,MAF_nsig_e1_g1,MAF_nsig_e1,other,17,63831
GSE311359,S7,MAF_nsig_e1_g2,MAF_nsig_e1,other,13,43627
GSE311359,S7,MAF_nsig_e1_g3,MAF_nsig_e1,other,4,25184
GSE311359,S7,MAF_nsig_e1_g4,MAF_nsig_e1,other,7,27204
GSE311359,S7,MAF_nsig_e1_g5,MAF_nsig_e1,other,11,35551
GSE311359,S7,MAF_nsig_e2_g1,MAF_nsig_e2,other,21,94348
GSE311359,S7,MAF_nsig_e2_g2,MAF_nsig_e2,other,5,23034
GSE311359,S7,MAF_nsig_e2_g3,MAF_nsig_e2,other,7,31436
GSE311359,S7,MAF_genebodyctrl_g1,MAF_genebodyctrl,other,9,37696
GSE311359,S7,MAF_genebodyctrl_g2,MAF_genebodyctrl,other,13,59594
GSE311359,S7,MAF_genebodyctrl_g3,MAF_genebodyctrl,other,18,73698
GSE311359,S7,MARCHF1_nsig_e1_g1,MARCHF1_nsig_e1,other,13,46331
GSE311359,S7,MARCHF1_nsig_e1_g2,MARCHF1_nsig_e1,other,4,12069
GSE311359,S7,MARCHF1_nsig_e1_g4,MARCHF1_nsig_e1,other,3,7710
GSE311359,S7,MARCHF1_nsig_e1_g5,MARCHF1_nsig_e1,other,5,17805
GSE311359,S7,MARCHF1_nsig_e2_g2,MARCHF1_nsig_e2,other,33,121956
GSE311359,S7,MARCHF1_nsig_e2_g3,MARCHF1_nsig_e2,other,1,4142
GSE311359,S7,MARCHF1_nsig_e2_g4,MARCHF1_nsig_e2,other,15,52497
GSE311359,S7,MARCHF1_nsig_e2_g5,MARCHF1_nsig_e2,other,10,40910
GSE311359,S7,IRF5_nsig_e1_g1,IRF5_nsig_e1,other,6,16656
GSE311359,S7,IRF5_nsig_e1_g2,IRF5_nsig_e1,other,19,79385
GSE311359,S7,IRF5_nsig_e1_g3,IRF5_nsig_e1,other,9,35123
GSE311359,S7,IRF5_nsig_e1_g4,IRF5_nsig_e1,other,4,11339
GSE311359,S7,IRF5_nsig_e1_g5,IRF5_nsig_e1,other,9,38042
GSE311359,S7,SLC25A19_nsig_e1_g1,SLC25A19_nsig_e1,other,4,19862
GSE311359,S7,SLC25A19_nsig_e1_g2,SLC25A19_nsig_e1,other,15,63085
GSE311359,S7,SLC25A19_nsig_e1_g3,SLC25A19_nsig_e1,other,8,27141
GSE311359,S7,SLC25A19_nsig_e1_g4,SLC25A19_nsig_e1,other,4,18423
GSE311359,S7,SLC25A19_nsig_e1_g5,SLC25A19_nsig_e1,other,7,24945
GSE311359,S7,SLC25A19_nsig_e2_g1,SLC25A19_nsig_e2,other,6,19945
GSE311359,S7,SLC25A19_nsig_e2_g3,SLC25A19_nsig_e2,other,6,26635
GSE311359,S7,SLC25A19_nsig_e2_g4,SLC25A19_nsig_e2,other,1,3203
GSE311359,S7,SLC25A19_nsig_e2_g5,SLC25A19_nsig_e2,other,21,75769
GSE311359,S7,IFNGR1_nsig_e1_g1,IFNGR1_nsig_e1,other,15,58741
GSE311359,S7,IFNGR1_nsig_e1_g2,IFNGR1_nsig_e1,other,7,28897
GSE311359,S7,IFNGR1_nsig_e1_g3,IFNGR1_nsig_e1,other,2,7150
GSE311359,S7,IFNGR1_nsig_e1_g4,IFNGR1_nsig_e1,other,9,36461
GSE311359,S7,IFNGR1_nsig_e1_g5,IFNGR1_nsig_e1,other,3,10475
GSE311359,S7,IFNGR1_nsig_e1_g6,IFNGR1_nsig_e1,other,2,9176
GSE311359,S7,IFNGR1_nsig_e1_g7,IFNGR1_nsig_e1,other,4,11939
GSE311359,S7,IFNGR1_nsig_e2_g1,IFNGR1_nsig_e2,other,1,3006
GSE311359,S7,IFNGR1_nsig_e2_g2,IFNGR1_nsig_e2,other,9,35886
GSE311359,S7,IFNGR1_nsig_e2_g3,IFNGR1_nsig_e2,other,15,57521
GSE311359,S7,IFNGR1_nsig_e2_g4,IFNGR1_nsig_e2,other,22,92505
GSE311359,S7,IFNGR1_nsig_e2_g5,IFNGR1_nsig_e2,other,15,49438
GSE311359,S7,C3_nsig_e1_g1,C3_nsig_e1,other,8,26076
GSE311359,S7,C3_nsig_e1_g2,C3_nsig_e1,other,7,36009
GSE311359,S7,C3_nsig_e1_g3,C3_nsig_e1,other,10,40192
GSE311359,S7,CD86_nsig_e1_g1,CD86_nsig_e1,other,10,40462
GSE311359,S7,CD86_nsig_e1_g2,CD86_nsig_e1,other,15,73051
GSE311359,S7,CD86_nsig_e1_g3,CD86_nsig_e1,other,16,58995
GSE311359,S7,CD86_nsig_e2_g1,CD86_nsig_e2,other,24,106215
GSE311359,S7,CD86_nsig_e2_g2,CD86_nsig_e2,other,11,49392
GSE311359,S7,CD86_nsig_e2_g3,CD86_nsig_e2,other,6,25385
GSE311359,S7,ELMO1_sig_e1_g1,ELMO1_sig_e1,other,14,54111
GSE311359,S7,ELMO1_sig_e1_g2,ELMO1_sig_e1,other,13,64388
GSE311359,S7,ELMO1_sig_e1_g3,ELMO1_sig_e1,other,3,11097
GSE311359,S7,ELMO1_sig_e1_g4,ELMO1_sig_e1,other,18,79746
GSE311359,S7,ELMO1_sig_e1_g5,ELMO1_sig_e1,other,19,64580
GSE311359,S7,ELMO1_sig_e1_g7,ELMO1_sig_e1,other,11,42967
GSE311359,S7,ELMO1_sig_e1_g8,ELMO1_sig_e1,other,6,28508
GSE311359,S7,ELMO1_sig_e2_g1,ELMO1_sig_e2,other,8,41548
GSE311359,S7,ELMO1_sig_e2_g2,ELMO1_sig_e2,other,12,41816
GSE311359,S7,ELMO1_sig_e2_g3,ELMO1_sig_e2,other,21,80969
GSE311359,S7,ELMO1_sig_e2_g4,ELMO1_sig_e2,other,17,70979
GSE311359,S7,ELMO1_sig_e2_g5,ELMO1_sig_e2,other,7,20751
GSE311359,S7,ELMO1_sig_e2_g6,ELMO1_sig_e2,other,5,22022
GSE311359,S7,ELMO1_sig_e2_g7,ELMO1_sig_e2,other,25,101990
GSE311359,S7,ELMO1_sig_e2_g8,ELMO1_sig_e2,other,7,31069
GSE311359,S7,ELMO1_sig_e2_g9,ELMO1_sig_e2,other,12,47271
GSE311359,S7,ELMO1_sig_e2_g10,ELMO1_sig_e2,other,8,33917
GSE311359,S7,ELMO1_sig_e2_g13,ELMO1_sig_e2,other,14,56090
GSE311359,S7,ELMO1_sig_e3_g1,ELMO1_sig_e3,other,16,68145
GSE311359,S7,ELMO1_sig_e3_g2,ELMO1_sig_e3,other,11,41006
GSE311359,S7,ELMO1_sig_e3_g3,ELMO1_sig_e3,other,11,43580
GSE311359,S7,ELMO1_sig_e3_g4,ELMO1_sig_e3,other,23,88575
GSE311359,S7,ELMO1_sig_e3_g5,ELMO1_sig_e3,other,18,65150
GSE311359,S7,ELMO1_sig_e4_g1,ELMO1_sig_e4,other,6,22903
GSE311359,S7,ELMO1_sig_e4_g2,ELMO1_sig_e4,other,8,28678
GSE311359,S7,ELMO1_sig_e4_g3,ELMO1_sig_e4,other,22,92856
GSE311359,S7,ELMO1_sig_e4_g4,ELMO1_sig_e4,other,9,32495
GSE311359,S7,ELMO1_sig_e4_g5,ELMO1_sig_e4,other,24,88754
GSE311359,S7,ELMO1_sig_e5_g1,ELMO1_sig_e5,other,18,64332
GSE311359,S7,ELMO1_sig_e5_g2,ELMO1_sig_e5,other,13,44000
GSE311359,S7,ELMO1_sig_e5_g3,ELMO1_sig_e5,other,20,71270
GSE311359,S7,ELMO1_sig_e5_g4,ELMO1_sig_e5,other,14,54142
GSE311359,S7,ELMO1_sig_e5_g5,ELMO1_sig_e5,other,3,14469
GSE311359,S7,ELMO1_sig_e5_g6,ELMO1_sig_e5,other,8,37910
GSE311359,S7,ELMO1_sig_e5_g7,ELMO1_sig_e5,other,8,39875
GSE311359,S7,ELMO1_sig_e5_g8,ELMO1_sig_e5,other,29,132724
GSE311359,S7,MERTK_sig_e1_g1,MERTK_sig_e1,other,12,53973
GSE311359,S7,MERTK_sig_e1_g2,MERTK_sig_e1,other,6,27856
GSE311359,S7,MERTK_sig_e1_g3,MERTK_sig_e1,other,2,7088
GSE311359,S7,MERTK_sig_e1_g4,MERTK_sig_e1,other,5,21378
GSE311359,S7,MERTK_sig_e1_g5,MERTK_sig_e1,other,7,25607
GSE311359,S7,MERTK_sig_e1_g6,MERTK_sig_e1,other,21,90202
GSE311359,S7,MERTK_sig_e1_g7,MERTK_sig_e1,other,34,150333
GSE311359,S7,MERTK_sig_e1_g8,MERTK_sig_e1,other,9,36700
GSE311359,S7,MERTK_sig_e1_g9,MERTK_sig_e1,other,22,87766
GSE311359,S7,MERTK_sig_e1_g10,MERTK_sig_e1,other,16,64228
GSE311359,S7,MERTK_sig_e2_g1,MERTK_sig_e2,other,11,44342
GSE311359,S7,MERTK_sig_e2_g2,MERTK_sig_e2,other,1,3861
GSE311359,S7,MERTK_sig_e2_g4,MERTK_sig_e2,other,6,22054
GSE311359,S7,MERTK_sig_e2_g5,MERTK_sig_e2,other,12,62375
GSE311359,S7,MERTK_sig_e2_g6,MERTK_sig_e2,other,38,162491
GSE311359,S7,MERTK_sig_e2_g7,MERTK_sig_e2,other,8,26220
GSE311359,S7,MERTK_sig_e2_g8,MERTK_sig_e2,other,17,66902
GSE311359,S7,MERTK_sig_e3_g1,MERTK_sig_e3,other,3,11249
GSE311359,S7,MERTK_sig_e3_g2,MERTK_sig_e3,other,11,37408
GSE311359,S7,MERTK_sig_e3_g3,MERTK_sig_e3,other,17,64250
GSE311359,S7,MERTK_sig_e3_g4,MERTK_sig_e3,other,5,21726
GSE311359,S7,MERTK_sig_e3_g5,MERTK_sig_e3,other,13,49257
GSE311359,S7,MERTK_sig_e4_g1,MERTK_sig_e4,other,19,72757
GSE311359,S7,MERTK_sig_e4_g2,MERTK_sig_e4,other,1,2752
GSE311359,S7,MERTK_sig_e4_g3,MERTK_sig_e4,other,16,67608
GSE311359,S7,MERTK_sig_e4_g4,MERTK_sig_e4,other,12,47253
GSE311359,S7,MERTK_sig_e4_g5,MERTK_sig_e4,other,9,47214
GSE311359,S7,MERTK_sig_e4_g6,MERTK_sig_e4,other,6,26507
GSE311359,S7,MERTK_sig_e4_g7,MERTK_sig_e4,other,14,58918
GSE311359,S7,MAF_sig_e1_g1,MAF_sig_e1,other,19,76399
GSE311359,S7,MAF_sig_e1_g2,MAF_sig_e1,other,16,59721
GSE311359,S7,MAF_sig_e1_g4,MAF_sig_e1,other,8,24985
GSE311359,S7,MAF_sig_e2_g1,MAF_sig_e2,other,16,60419
GSE311359,S7,MAF_sig_e2_g2,MAF_sig_e2,other,1,4328
GSE311359,S7,MAF_sig_e2_g3,MAF_sig_e2,other,17,76631
GSE311359,S7,MAF_sig_e3_g1,MAF_sig_e3,other,10,42287
