study,system,sample,target_id,target_class,nominated_gene,engagement_measurable,engagement_unavailable_reason,n_guides,n_cells,n_nt_guides,n_nt_cells,target_log2fc_mean,target_log2fc_se
GSE311359,iPSC_derived_microglia,S4,MERTK_sig_e3,other,MERTK_sig_e3,False,no measured feature matches the nominated cis gene,5,51,13,145,,
GSE311359,iPSC_derived_microglia,S5,MERTK_sig_e3,other,MERTK_sig_e3,False,no measured feature matches the nominated cis gene,5,42,15,148,,
GSE311359,iPSC_derived_microglia,S6,MERTK_sig_e3,other,MERTK_sig_e3,False,no measured feature matches the nominated cis gene,5,62,13,129,,
GSE311359,iPSC_derived_microglia,S7,MERTK_sig_e3,other,MERTK_sig_e3,False,no measured feature matches the nominated cis gene,5,49,13,135,,
GSE311359,iPSC_derived_microglia,S1,MERTK_sig_e4,other,MERTK_sig_e4,False,no measured feature matches the nominated cis gene,7,95,15,145,,
GSE311359,iPSC_derived_microglia,S2,MERTK_sig_e4,other,MERTK_sig_e4,False,no measured feature matches the nominated cis gene,6,73,12,143,,
GSE311359,iPSC_derived_microglia,S3,MERTK_sig_e4,other,MERTK_sig_e4,False,no measured feature matches the nominated cis gene,6,92,14,140,,
GSE311359,iPSC_derived_microglia,S4,MERTK_sig_e4,other,MERTK_sig_e4,False,no measured feature matches the nominated cis gene,6,84,13,145,,
GSE311359,iPSC_derived_microglia,S5,MERTK_sig_e4,other,MERTK_sig_e4,False,no measured feature matches the nominated cis gene,7,69,15,148,,
GSE311359,iPSC_derived_microglia,S6,MERTK_sig_e4,other,MERTK_sig_e4,False,no measured feature matches the nominated cis gene,6,82,13,129,,
GSE311359,iPSC_derived_microglia,S7,MERTK_sig_e4,other,MERTK_sig_e4,False,no measured feature matches the nominated cis gene,7,77,13,135,,
GSE311359,iPSC_derived_microglia,S1,MERTK_tss,tss_cis_element,MERTK,True,,3,29,15,145,-2.2166823626280245,0.4692506930996897
GSE311359,iPSC_derived_microglia,S2,MERTK_tss,tss_cis_element,MERTK,True,,3,35,12,143,-0.502171569010974,0.65939505747319
GSE311359,iPSC_derived_microglia,S3,MERTK_tss,tss_cis_element,MERTK,True,,3,27,14,140,-3.699037939010162,2.712961617487824
GSE311359,iPSC_derived_microglia,S4,MERTK_tss,tss_cis_element,MERTK,True,,3,33,13,145,-2.3297596734076182,1.2303906950718397
GSE311359,iPSC_derived_microglia,S5,MERTK_tss,tss_cis_element,MERTK,True,,3,30,15,148,-3.0756797955354114,2.411244072667807
GSE311359,iPSC_derived_microglia,S6,MERTK_tss,tss_cis_element,MERTK,True,,3,37,13,129,-1.2513937976147054,0.6731558037884859
GSE311359,iPSC_derived_microglia,S7,MERTK_tss,tss_cis_element,MERTK,True,,3,32,13,135,-1.4984980081460397,1.3157979184708728
GSE311359,iPSC_derived_microglia,S1,SLC25A19_nsig_e1,other,SLC25A19_nsig_e1,False,no measured feature matches the nominated cis gene,5,49,15,145,,
GSE311359,iPSC_derived_microglia,S2,SLC25A19_nsig_e1,other,SLC25A19_nsig_e1,False,no measured feature matches the nominated cis gene,5,48,12,143,,
GSE311359,iPSC_derived_microglia,S3,SLC25A19_nsig_e1,other,SLC25A19_nsig_e1,False,no measured feature matches the nominated cis gene,5,43,14,140,,
GSE311359,iPSC_derived_microglia,S4,SLC25A19_nsig_e1,other,SLC25A19_nsig_e1,False,no measured feature matches the nominated cis gene,5,58,13,145,,
GSE311359,iPSC_derived_microglia,S5,SLC25A19_nsig_e1,other,SLC25A19_nsig_e1,False,no measured feature matches the nominated cis gene,5,52,15,148,,
GSE311359,iPSC_derived_microglia,S6,SLC25A19_nsig_e1,other,SLC25A19_nsig_e1,False,no measured feature matches the nominated cis gene,5,62,13,129,,
GSE311359,iPSC_derived_microglia,S7,SLC25A19_nsig_e1,other,SLC25A19_nsig_e1,False,no measured feature matches the nominated cis gene,5,38,13,135,,
GSE311359,iPSC_derived_microglia,S1,SLC25A19_nsig_e2,other,SLC25A19_nsig_e2,False,no measured feature matches the nominated cis gene,3,29,15,145,,
GSE311359,iPSC_derived_microglia,S2,SLC25A19_nsig_e2,other,SLC25A19_nsig_e2,False,no measured feature matches the nominated cis gene,4,31,12,143,,
GSE311359,iPSC_derived_microglia,S3,SLC25A19_nsig_e2,other,SLC25A19_nsig_e2,False,no measured feature matches the nominated cis gene,4,21,14,140,,
GSE311359,iPSC_derived_microglia,S4,SLC25A19_nsig_e2,other,SLC25A19_nsig_e2,False,no measured feature matches the nominated cis gene,4,34,13,145,,
GSE311359,iPSC_derived_microglia,S5,SLC25A19_nsig_e2,other,SLC25A19_nsig_e2,False,no measured feature matches the nominated cis gene,3,26,15,148,,
GSE311359,iPSC_derived_microglia,S6,SLC25A19_nsig_e2,other,SLC25A19_nsig_e2,False,no measured feature matches the nominated cis gene,4,37,13,129,,
GSE311359,iPSC_derived_microglia,S7,SLC25A19_nsig_e2,other,SLC25A19_nsig_e2,False,no measured feature matches the nominated cis gene,4,34,13,135,,
GSE311359,iPSC_derived_microglia,S1,SLC25A19_sig_e1,other,SLC25A19_sig_e1,False,no measured feature matches the nominated cis gene,4,38,15,145,,
GSE311359,iPSC_derived_microglia,S2,SLC25A19_sig_e1,other,SLC25A19_sig_e1,False,no measured feature matches the nominated cis gene,4,41,12,143,,
GSE311359,iPSC_derived_microglia,S3,SLC25A19_sig_e1,other,SLC25A19_sig_e1,False,no measured feature matches the nominated cis gene,4,43,14,140,,
GSE311359,iPSC_derived_microglia,S4,SLC25A19_sig_e1,other,SLC25A19_sig_e1,False,no measured feature matches the nominated cis gene,4,52,13,145,,
GSE311359,iPSC_derived_microglia,S5,SLC25A19_sig_e1,other,SLC25A19_sig_e1,False,no measured feature matches the nominated cis gene,4,64,15,148,,
GSE311359,iPSC_derived_microglia,S6,SLC25A19_sig_e1,other,SLC25A19_sig_e1,False,no measured feature matches the nominated cis gene,4,48,13,129,,
GSE311359,iPSC_derived_microglia,S7,SLC25A19_sig_e1,other,SLC25A19_sig_e1,False,no measured feature matches the nominated cis gene,4,49,13,135,,
GSE311359,iPSC_derived_microglia,S1,SLC25A19_sig_e2,other,SLC25A19_sig_e2,False,no measured feature matches the nominated cis gene,5,46,15,145,,
GSE311359,iPSC_derived_microglia,S2,SLC25A19_sig_e2,other,SLC25A19_sig_e2,False,no measured feature matches the nominated cis gene,5,59,12,143,,
GSE311359,iPSC_derived_microglia,S3,SLC25A19_sig_e2,other,SLC25A19_sig_e2,False,no measured feature matches the nominated cis gene,5,34,14,140,,
GSE311359,iPSC_derived_microglia,S4,SLC25A19_sig_e2,other,SLC25A19_sig_e2,False,no measured feature matches the nominated cis gene,5,55,13,145,,
GSE311359,iPSC_derived_microglia,S5,SLC25A19_sig_e2,other,SLC25A19_sig_e2,False,no measured feature matches the nominated cis gene,5,37,15,148,,
GSE311359,iPSC_derived_microglia,S6,SLC25A19_sig_e2,other,SLC25A19_sig_e2,False,no measured feature matches the nominated cis gene,5,46,13,129,,
GSE311359,iPSC_derived_microglia,S7,SLC25A19_sig_e2,other,SLC25A19_sig_e2,False,no measured feature matches the nominated cis gene,5,40,13,135,,
GSE311359,iPSC_derived_microglia,S1,SLC25A19_sig_e3,other,SLC25A19_sig_e3,False,no measured feature matches the nominated cis gene,5,37,15,145,,
GSE311359,iPSC_derived_microglia,S2,SLC25A19_sig_e3,other,SLC25A19_sig_e3,False,no measured feature matches the nominated cis gene,5,46,12,143,,
GSE311359,iPSC_derived_microglia,S3,SLC25A19_sig_e3,other,SLC25A19_sig_e3,False,no measured feature matches the nominated cis gene,5,41,14,140,,
GSE311359,iPSC_derived_microglia,S4,SLC25A19_sig_e3,other,SLC25A19_sig_e3,False,no measured feature matches the nominated cis gene,5,38,13,145,,
GSE311359,iPSC_derived_microglia,S5,SLC25A19_sig_e3,other,SLC25A19_sig_e3,False,no measured feature matches the nominated cis gene,4,43,15,148,,
GSE311359,iPSC_derived_microglia,S6,SLC25A19_sig_e3,other,SLC25A19_sig_e3,False,no measured feature matches the nominated cis gene,5,58,13,129,,
GSE311359,iPSC_derived_microglia,S7,SLC25A19_sig_e3,other,SLC25A19_sig_e3,False,no measured feature matches the nominated cis gene,5,55,13,135,,
GSE311359,iPSC_derived_microglia,S1,SLC25A19_sig_e4,other,SLC25A19_sig_e4,False,no measured feature matches the nominated cis gene,20,225,15,145,,
GSE311359,iPSC_derived_microglia,S2,SLC25A19_sig_e4,other,SLC25A19_sig_e4,False,no measured feature matches the nominated cis gene,19,252,12,143,,
GSE311359,iPSC_derived_microglia,S3,SLC25A19_sig_e4,other,SLC25A19_sig_e4,False,no measured feature matches the nominated cis gene,19,267,14,140,,
GSE311359,iPSC_derived_microglia,S4,SLC25A19_sig_e4,other,SLC25A19_sig_e4,False,no measured feature matches the nominated cis gene,19,289,13,145,,
GSE311359,iPSC_derived_microglia,S5,SLC25A19_sig_e4,other,SLC25A19_sig_e4,False,no measured feature matches the nominated cis gene,19,226,15,148,,
GSE311359,iPSC_derived_microglia,S6,SLC25A19_sig_e4,other,SLC25A19_sig_e4,False,no measured feature matches the nominated cis gene,20,225,13,129,,
GSE311359,iPSC_derived_microglia,S7,SLC25A19_sig_e4,other,SLC25A19_sig_e4,False,no measured feature matches the nominated cis gene,20,217,13,135,,
GSE311359,iPSC_derived_microglia,S1,SLC25A19_sig_e5,other,SLC25A19_sig_e5,False,no measured feature matches the nominated cis gene,4,33,15,145,,
GSE311359,iPSC_derived_microglia,S2,SLC25A19_sig_e5,other,SLC25A19_sig_e5,False,no measured feature matches the nominated cis gene,5,53,12,143,,
GSE311359,iPSC_derived_microglia,S3,SLC25A19_sig_e5,other,SLC25A19_sig_e5,False,no measured feature matches the nominated cis gene,5,51,14,140,,
GSE311359,iPSC_derived_microglia,S4,SLC25A19_sig_e5,other,SLC25A19_sig_e5,False,no measured feature matches the nominated cis gene,5,41,13,145,,
GSE311359,iPSC_derived_microglia,S5,SLC25A19_sig_e5,other,SLC25A19_sig_e5,False,no measured feature matches the nominated cis gene,5,46,15,148,,
GSE311359,iPSC_derived_microglia,S6,SLC25A19_sig_e5,other,SLC25A19_sig_e5,False,no measured feature matches the nominated cis gene,5,51,13,129,,
GSE311359,iPSC_derived_microglia,S7,SLC25A19_sig_e5,other,SLC25A19_sig_e5,False,no measured feature matches the nominated cis gene,5,52,13,135,,
GSE311359,iPSC_derived_microglia,S1,SLC25A19_sig_e6,other,SLC25A19_sig_e6,False,no measured feature matches the nominated cis gene,4,53,15,145,,
GSE311359,iPSC_derived_microglia,S2,SLC25A19_sig_e6,other,SLC25A19_sig_e6,False,no measured feature matches the nominated cis gene,4,52,12,143,,
GSE311359,iPSC_derived_microglia,S3,SLC25A19_sig_e6,other,SLC25A19_sig_e6,False,no measured feature matches the nominated cis gene,4,49,14,140,,
GSE311359,iPSC_derived_microglia,S4,SLC25A19_sig_e6,other,SLC25A19_sig_e6,False,no measured feature matches the nominated cis gene,4,48,13,145,,
GSE311359,iPSC_derived_microglia,S5,SLC25A19_sig_e6,other,SLC25A19_sig_e6,False,no measured feature matches the nominated cis gene,4,51,15,148,,
GSE311359,iPSC_derived_microglia,S6,SLC25A19_sig_e6,other,SLC25A19_sig_e6,False,no measured feature matches the nominated cis gene,4,50,13,129,,
GSE311359,iPSC_derived_microglia,S7,SLC25A19_sig_e6,other,SLC25A19_sig_e6,False,no measured feature matches the nominated cis gene,4,49,13,135,,
GSE311359,iPSC_derived_microglia,S1,SLC25A19_sig_e7,other,SLC25A19_sig_e7,False,no measured feature matches the nominated cis gene,5,42,15,145,,
GSE311359,iPSC_derived_microglia,S2,SLC25A19_sig_e7,other,SLC25A19_sig_e7,False,no measured feature matches the nominated cis gene,5,44,12,143,,
GSE311359,iPSC_derived_microglia,S3,SLC25A19_sig_e7,other,SLC25A19_sig_e7,False,no measured feature matches the nominated cis gene,5,39,14,140,,
GSE311359,iPSC_derived_microglia,S4,SLC25A19_sig_e7,other,SLC25A19_sig_e7,False,no measured feature matches the nominated cis gene,5,42,13,145,,
GSE311359,iPSC_derived_microglia,S5,SLC25A19_sig_e7,other,SLC25A19_sig_e7,False,no measured feature matches the nominated cis gene,4,21,15,148,,
GSE311359,iPSC_derived_microglia,S6,SLC25A19_sig_e7,other,SLC25A19_sig_e7,False,no measured feature matches the nominated cis gene,4,44,13,129,,
GSE311359,iPSC_derived_microglia,S7,SLC25A19_sig_e7,other,SLC25A19_sig_e7,False,no measured feature matches the nominated cis gene,4,30,13,135,,
GSE311359,iPSC_derived_microglia,S1,SLC25A19_tss,tss_cis_element,SLC25A19,True,,3,28,15,145,-4.53694478413503,0.0
GSE311359,iPSC_derived_microglia,S2,SLC25A19_tss,tss_cis_element,SLC25A19,True,,3,30,12,143,-3.392711101297653,1.7187401089433318
GSE311359,iPSC_derived_microglia,S3,SLC25A19_tss,tss_cis_element,SLC25A19,True,,3,16,14,140,-3.5181584899801717,1.7681439866623014
GSE311359,iPSC_derived_microglia,S4,SLC25A19_tss,tss_cis_element,SLC25A19,True,,3,29,13,145,-4.434926359346494,1.1662433856454697
GSE311359,iPSC_derived_microglia,S5,SLC25A19_tss,tss_cis_element,SLC25A19,True,,3,22,15,148,-2.92540793824023,1.731788557735223
GSE311359,iPSC_derived_microglia,S6,SLC25A19_tss,tss_cis_element,SLC25A19,True,,3,28,13,129,-2.680448195125869,2.43069542432848
GSE311359,iPSC_derived_microglia,S7,SLC25A19_tss,tss_cis_element,SLC25A19,True,,3,19,13,135,-4.220421988237099,1.7300746062854366
